"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"16594","ClC2(=CC=C(C(=O)NCCCN1(CCOCC1))C=C2)","O=C(NCCCN1CCOCC1)C1C=CC(Cl)=CC=1","InChI=1S/C14H19ClN2O2/c15-13-4-2-12(3-5-13)14(18)16-6-1-7-17-8-10-19-11-9-17/h2-5H,1,6-11H2,(H,16,18)","YYFGRAGNYHYWEZ-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",6.81
"17052","N(=C1(C(C=2(C=CC=CC=2(C1(C)C)))(C)C))C","CN=C1C(C)(C)C2C=CC=CC=2C1(C)C","InChI=1S/C14H19N/c1-13(2)10-8-6-7-9-11(10)14(3,4)12(13)15-5/h6-9H,1-5H3","ZSVHESCZOFKWOB-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","NH(+)","basic",7.0
"16185","N=1(C=2(C(C(NCCCN(C)C)=CC=1)=CC=CC=2))","CN(C)CCCNC1=CC=NC2=CC=CC=C21","InChI=1S/C14H19N3/c1-17(2)11-5-9-15-14-8-10-16-13-7-4-3-6-12(13)14/h3-4,6-8,10H,5,9,11H2,1-2H3,(H,15,16)","VFIWSWWCVYACIN-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",8.85
"16159","O=C(C2(C1(=CC(O)=CC=C1))(CCN(C)CC2))C","CN1CCC(CC1)(C(=C)O)C1=CC(O)=CC=C1","InChI=1S/C14H19NO2/c1-11(16)14(6-8-15(2)9-7-14)12-4-3-5-13(17)10-12/h3-5,10,16-17H,1,6-9H2,2H3","BAYIQQYWRWETKQ-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","NH+","basic",8.61
"16148","O=C(C(C1(=CC=CC=C1))CN2(CCOCC2))C","C=C(O)C(CN1CCOCC1)C1C=CC=CC=1","InChI=1S/C14H19NO2/c1-12(16)14(13-5-3-2-4-6-13)11-15-7-9-17-10-8-15/h2-6,14,16H,1,7-11H2","CIGXPSXFCGSPSD-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",6.23
"16160","O=C(C1(=CC=CC=C1))CCCN2(CCOCC2)","OC(=CCCN1CCOCC1)C1C=CC=CC=1","InChI=1S/C14H19NO2/c16-14(13-5-2-1-3-6-13)7-4-8-15-9-11-17-12-10-15/h1-3,5-7,16H,4,8-12H2","HVRJHUYTFVFKFN-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","?","basic",7.26
"16117","O=C(NC1(=CC=C(C)C=C1))CN2(CCCCC2)","CC1=CC=C(C=C1)/N=C(/O)\CN1CCCCC1","InChI=1S/C14H20N2O/c1-12-5-7-13(8-6-12)15-14(17)11-16-9-3-2-4-10-16/h5-8H,2-4,9-11H2,1H3,(H,15,17)","HHOAPBHLYNWKTL-UHFFFAOYSA-N","?","20","potentiometric","b1/apparent","?","basic",7.85
"16118","O=C(NC1(=C(C=CC=C1)C))CN2(CCCCC2)","CC1=CC=CC=C1/N=C(/O)\CN1CCCCC1","InChI=1S/C14H20N2O/c1-12-7-3-4-8-13(12)15-14(17)11-16-9-5-2-6-10-16/h3-4,7-8H,2,5-6,9-11H2,1H3,(H,15,17)","LWJQUXGMHVZDSY-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","basic",7.7
"16116","O=C(NCC1(=CC=CC=C1))CN2(CCCCC2)","O/C(/CN1CCCCC1)=N/CC1C=CC=CC=1","InChI=1S/C14H20N2O/c17-14(12-16-9-5-2-6-10-16)15-11-13-7-3-1-4-8-13/h1,3-4,7-8H,2,5-6,9-12H2,(H,15,17)","LVXRORSBGFMVNL-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","NH","basic",7.71
"16517","SC(C(N1(C(=NC(=C1)C(=O)[O-])CC=CCC))C(=O)[O-])(C)C","CCC=CCC1=NC(=CN1C(=C(O)O)C(C)(C)S)C(O)=O","InChI=1S/C14H20N2O4S/c1-4-5-6-7-10-15-9(12(17)18)8-16(10)11(13(19)20)14(2,3)21/h5-6,8,19-21H,4,7H2,1-3H3,(H,17,18)","ONYNFWCXHXTXLJ-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","?","basic",6.4
"16468","S1(C(C(C(=O)[O-])N2(C1C(N=C2CC=CCC)C(=O)[O-]))(C)C)","CCC=CCC1=NC(C2SC(C)(C)C(=C(O)O)N12)=C(O)O","InChI=1S/C14H20N2O4S/c1-4-5-6-7-8-15-9(12(17)18)11-16(8)10(13(19)20)14(2,3)21-11/h5-6,11,17-20H,4,7H2,1-3H3","KWOJTZKLOSVNHC-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","?","basic",7.8
"16259","O=C(OC1(=CC=C(C)C=C1))CCCCN(C)C","CC1C=CC(=CC=1)OC(O)=CCCCN(C)C","InChI=1S/C14H21NO2/c1-12-7-9-13(10-8-12)17-14(16)6-4-5-11-15(2)3/h6-10,16H,4-5,11H2,1-3H3","NNJPRCHVAIUUDP-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","NMe2","basic",9.87
"16238","O=C(NC1(=C(C=CC=C1C)C))CNCC(C)C","CC(C)CN=CC(O)NC1C(C)=CC=CC=1C","InChI=1S/C14H22N2O/c1-10(2)8-15-9-13(17)16-14-11(3)6-5-7-12(14)4/h5-7,9-10,13,16-17H,8H2,1-4H3","IHNBZKKDGGRHJU-UHFFFAOYSA-N","?",,,"a/thermodynamic","?","basic",7.83
"16239","O=C(NC1(=C(C=CC=C1C)C))CNCCCC","CCCCN=CC(O)NC1C(C)=CC=CC=1C","InChI=1S/C14H22N2O/c1-4-5-9-15-10-13(17)16-14-11(2)7-6-8-12(14)3/h6-8,10,13,16-17H,4-5,9H2,1-3H3","WBGUHISJIPOHOA-UHFFFAOYSA-N","?",,,"a/thermodynamic","?","basic",8.04
"16237","O=C(NC1(=C(C=CC=C1C)C))CN(CC)CC","CC1C=CC=C(C)C=1/N=C(/O)\CN(CC)CC","InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)","NNJVILVZKWQKPM-UHFFFAOYSA-N","?","25","mean from 4","a1/apparent","?","basic",7.72
"16240","O=C(NC1(=C(C=C(C)C=C1)C))CN(CC)CC","CC1C=C(C)C(=CC=1)/N=C(/O)\CN(CC)CC","InChI=1S/C14H22N2O/c1-5-16(6-2)10-14(17)15-13-8-7-11(3)9-12(13)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)","NCOAXMSOFNEVJI-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","basic",7.95
"16236","O=C(NC1(=C(C=CC(=C1)C)C))CN(CC)CC","CC1C=C(/N=C(/O)\CN(CC)CC)C(C)=CC=1","InChI=1S/C14H22N2O/c1-5-16(6-2)10-14(17)15-13-9-11(3)7-8-12(13)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)","ARSWLFMBYRUQCI-UHFFFAOYSA-N","?",,,"a/thermodynamic","?","basic",7.92
"16234","O=C(N(C1(=C(C=CC=C1)C))C)CN(CC)CC","CN(C(O)=CN(CC)CC)C1C=CC=CC=1C","InChI=1S/C14H22N2O/c1-5-16(6-2)11-14(17)15(4)13-10-8-7-9-12(13)3/h7-11,17H,5-6H2,1-4H3","XXTUOZDKVPAWLY-UHFFFAOYSA-N","?",,,"a/thermodynamic","?","basic",8.74
"15596","O=[N+]([O-])C1(=CC=C(N(CCCC)CCCC)C=C1)","CCCCN(CCCC)C1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C14H22N2O2/c1-3-5-11-15(12-6-4-2)13-7-9-14(10-8-13)16(17)18/h7-10H,3-6,11-12H2,1-2H3","GKQAJXHWTPRUJG-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","amine","basic",1.08
"16774","O=C(N)CC1(=CC=C(OCC(O)CNC(C)C)C=C1)","CC(C)NCC(O)COC1=CC=C(CC(=N)O)C=C1","InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)","METKIMKYRPQLGS-UHFFFAOYSA-N","?, ?","25","mean from 2","b1/apparent","?, ?","basic",9.535
"14662","NC1(=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)","CC(C)(C)C1C=C(N)C=C(C=1)C(C)(C)C","InChI=1S/C14H23N/c1-13(2,3)10-7-11(14(4,5)6)9-12(15)8-10/h7-9H,15H2,1-6H3","MJKNHXCPGXUEDO-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.97
"14664","N(C1(=CC=CC=C1))(CCCC)CCCC","CCCCN(CCCC)C1C=CC=CC=1","InChI=1S/C14H23N/c1-3-5-12-15(13-6-4-2)14-10-8-7-9-11-14/h7-11H,3-6,12-13H2,1-2H3","FZPXKEPZZOEPGX-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","basic",6.41
"16649","N2(=C(NC(CC(C)(C)C)(C)C)C1(=C(N(C)N=C1)N=C2))","CC(C)(C)CC(C)(C)NC1=NC=NC2=C1C=NN2C","InChI=1S/C14H23N5/c1-13(2,3)8-14(4,5)18-11-10-7-17-19(6)12(10)16-9-15-11/h7,9H,8H2,1-6H3,(H,15,16,18)","ZRJANANMUOFDQM-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.96
"14912","O(C1(=C(C=CC(=C1)C)C(C)C))CCN(C)C","CC1C=CC(C(C)C)=C(C=1)OCCN(C)C","InChI=1S/C14H23NO/c1-11(2)13-7-6-12(3)10-14(13)16-9-8-15(4)5/h6-7,10-11H,8-9H2,1-5H3","MZPZTGNMUWMDBQ-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","?","basic",8.66
"15748","[Si](OC2(CN(CC1(=CC=C(OC)C=C1))C2))(C)(C)C","COC1=CC=C(CN2CC(C2)O[Si](C)(C)C)C=C1","InChI=1S/C14H23NO2Si/c1-16-13-7-5-12(6-8-13)9-15-10-14(11-15)17-18(2,3)4/h5-8,14H,9-11H2,1-4H3","APKBDSYUSFVEMZ-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",8.17
"15749","[Si](OC2(CN(CC1(=CC(OC)=CC=C1))C2))(C)(C)C","COC1C=C(CN2CC(C2)O[Si](C)(C)C)C=CC=1","InChI=1S/C14H23NO2Si/c1-16-13-7-5-6-12(8-13)9-15-10-14(11-15)17-18(2,3)4/h5-8,14H,9-11H2,1-4H3","MKJWKLWFXASWBC-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",7.81
"16177","[Si](OC2(CN(C(C1(=CC=CC=C1))C)C2))(C)(C)C","CC(C1C=CC=CC=1)N1CC(C1)O[Si](C)(C)C","InChI=1S/C14H23NOSi/c1-12(13-8-6-5-7-9-13)15-10-14(11-15)16-17(2,3)4/h5-9,12,14H,10-11H2,1-4H3","AJIZXHVQPRGLGM-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",7.82
"15065","N2(=C(C=C1(NCC(C1)(C)C))CC(C2(C)C)C)","CC1(C)CN=C(C1)CC1CC(C)C(C)(C)N=1","InChI=1S/C14H24N2/c1-10-6-11(16-14(10,4)5)7-12-8-13(2,3)9-15-12/h10H,6-9H2,1-5H3","LEWQFTRVWAFBFL-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",12.1
"16045","O=C([O-])CCCCCCCCCCNCC=C","C=CCNCCCCCCCCCC=C(O)O","InChI=1S/C14H27NO2/c1-2-12-15-13-10-8-6-4-3-5-7-9-11-14(16)17/h2,11,15-17H,1,3-10,12-13H2","RUQXAEIDTWIAEE-UHFFFAOYSA-N","?",,"potentiometric","a2/apparent","?","basic",9.3
"16044","O=C(OC(CN(CC)CC)(CC=C)C)CCC","CCC=C(O)OC(C)(CN(CC)CC)CC=C","InChI=1S/C14H27NO2/c1-6-10-13(16)17-14(5,11-7-2)12-15(8-3)9-4/h7,10,16H,2,6,8-9,11-12H2,1,3-5H3","KTKLBVFWSCLGMM-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",8.5
"16525","O=CCCC(OC1(OC(C(N(C)C)C(C1O)O)C))C(O)C","CC(O)C(CC=CO)OC1OC(C)C(C(O)C1O)N(C)C","InChI=1S/C14H27NO6/c1-8(17)10(6-5-7-16)21-14-13(19)12(18)11(15(3)4)9(2)20-14/h5,7-14,16-19H,6H2,1-4H3","FRKICWJNYFWWMS-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",7.0
"16676","O=C(NCCCCCCCCCCN(C)C)C=N[O-]","CN(C)CCCCCCCCCCNC(=O)CN=O","InChI=1S/C14H29N3O2/c1-17(2)12-10-8-6-4-3-5-7-9-11-15-14(18)13-16-19/h3-13H2,1-2H3,(H,15,18)","KQILMNNPFLSVIB-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","?","basic",10.57
"14865","N1(CCCCCCN(C)CCCCCC1)(C)","CN1CCCCCCN(C)CCCCCC1","InChI=1S/C14H30N2/c1-15-11-7-3-5-9-13-16(2)14-10-6-4-8-12-15/h3-14H2,1-2H3","JDPYFUWQIDYYKI-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",9.24
"16041","OC(CN(CCO)CCCCCCCC)CC","CCCCCCCCN(CCO)CC(O)CC","InChI=1S/C14H31NO2/c1-3-5-6-7-8-9-10-15(11-12-16)13-14(17)4-2/h14,16-17H,3-13H2,1-2H3","VCTKHAITZCLDQO-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","-NH3%+&","basic",8.3
"16043","OC(CN(CC(O)C)CCCCCCCC)C","CCCCCCCCN(CC(C)O)CC(C)O","InChI=1S/C14H31NO2/c1-4-5-6-7-8-9-10-15(11-13(2)16)12-14(3)17/h13-14,16-17H,4-12H2,1-3H3","QNRXIVCOPVCHAA-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","prot.","basic",8.3
"16042","OC(CN(CC(O)CC)CCCCCC)CC","CCCCCCN(CC(O)CC)CC(O)CC","InChI=1S/C14H31NO2/c1-4-7-8-9-10-15(11-13(16)5-2)12-14(17)6-3/h13-14,16-17H,4-12H2,1-3H3","BKSBKQVZASYDAZ-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","-NH3%+&","basic",8.6
"15187","N(CCCCCCNCCCC)CCCC","CCCCNCCCCCCNCCCC","InChI=1S/C14H32N2/c1-3-5-11-15-13-9-7-8-10-14-16-12-6-4-2/h15-16H,3-14H2,1-2H3","VZRUGPJUVWRHKM-UHFFFAOYSA-N","?",,"potentiometric","b1/apparent","?","basic",11.28
"16321","O=C([O-])C3(=CC=1(C(=NC2(=CC=CC=C2(C=1)))C=C3))","OC(=O)C1=CC2=CC3C=CC=CC=3N=C2C=C1","InChI=1S/C14H9NO2/c16-14(17)10-5-6-13-11(8-10)7-9-3-1-2-4-12(9)15-13/h1-8H,(H,16,17)","ZCIXDWOBWIAUNV-UHFFFAOYSA-N","?","20","spectrophotometric","a2/apparent","?","basic",5.22
"16324","O=C([O-])C=3(C2(=NC=1(C(=CC=CC=1)C=C2C=CC=3)))","OC(=O)C1=CC=CC2=CC3=CC=CC=C3N=C21","InChI=1S/C14H9NO2/c16-14(17)11-6-3-5-10-8-9-4-1-2-7-12(9)15-13(10)11/h1-8H,(H,16,17)","NBIUCDPMOWCGIG-UHFFFAOYSA-N","?","20","spectrophotometric","a2/apparent","?","basic",7.72
"15561","[Br]C3(=CC=C(C=2(OC(C1(=CC=CC=C1))=NC=2))C=C3)","BrC1C=CC(=CC=1)C1=CN=C(O1)C1C=CC=CC=1","InChI=1S/C15H10BrNO/c16-13-8-6-11(7-9-13)14-10-17-15(18-14)12-4-2-1-3-5-12/h1-10H","ZPZXCKXJGCWWBW-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.65
"15559","[Br]C3(=CC=C(C=2(OC(C1(=CC=CC=C1))=CN=2))C=C3)","BrC1C=CC(=CC=1)C1=NC=C(O1)C1C=CC=CC=1","InChI=1S/C15H10BrNO/c16-13-8-6-12(7-9-13)15-17-10-14(18-15)11-4-2-1-3-5-11/h1-10H","KQKZBILGPDPYLZ-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.4
"16921","ClC3(=CC=C(C=CC1(=NN=NN1C2(=CC=C([N+](=O)[O-])C=C2)))C=C3)","[O-][N+](=O)C1C=CC(=CC=1)N1N=NN=C1C=CC1C=CC(Cl)=CC=1","InChI=1S/C15H10ClN5O2/c16-12-4-1-11(2-5-12)3-10-15-17-18-19-20(15)13-6-8-14(9-7-13)21(22)23/h1-10H","QFKOJFMFDGLDCO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-3.05
"15558","ClC3(=CC=C(C=2(OC(C1(=CC=CC=C1))=CN=2))C=C3)","ClC1C=CC(=CC=1)C1=NC=C(O1)C1C=CC=CC=1","InChI=1S/C15H10ClNO/c16-13-8-6-12(7-9-13)15-17-10-14(18-15)11-4-2-1-3-5-11/h1-10H","ANIDZBXFEWCCDB-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.41
"15320","O=[N+]([O-])C3(=CC=C(C=2(OC(C1(=CC=CC=C1))=NC=2))C=C3)","[O-][N+](=O)C1C=CC(=CC=1)C1=CN=C(O1)C1C=CC=CC=1","InChI=1S/C15H10N2O3/c18-17(19)13-8-6-11(7-9-13)14-10-16-15(20-14)12-4-2-1-3-5-12/h1-10H","OQTXWGNCTMBXMS-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.35
"15321","O=[N+]([O-])C3(=CC=C(C=2(OC(C1(=CC=CC=C1))=CN=2))C=C3)","[O-][N+](=O)C1C=CC(=CC=1)C1=NC=C(O1)C1C=CC=CC=1","InChI=1S/C15H10N2O3/c18-17(19)13-8-6-12(7-9-13)15-16-10-14(20-15)11-4-2-1-3-5-11/h1-10H","GNQWDFZVBSNVSN-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",-0.61
"16402","O=[N+]([O-])C3(=CC=C(N1(N=NN=C1C=CC2(=CC=C([N+](=O)[O-])C=C2)))C=C3)","[O-][N+](=O)C1C=CC(=CC=1)N1N=NN=C1C=CC1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C15H10N6O4/c22-20(23)13-4-1-11(2-5-13)3-10-15-16-17-18-19(15)12-6-8-14(9-7-12)21(24)25/h1-10H","NVGLBHXAWIDTNG-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-3.15
"15286","ClC3(=CC=C(C=CC1(=NN=NN1C2(=CC=CC=C2)))C=C3)","ClC1C=CC(C=CC2=NN=NN2C2C=CC=CC=2)=CC=1","InChI=1S/C15H11ClN4/c16-13-9-6-12(7-10-13)8-11-15-17-18-19-20(15)14-4-2-1-3-5-14/h1-11H","XQYKTDFGLZDWLD-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-2.54
"15581","N2(=C(C1(=NC=CC=C1))C=CC=C2C3(=NC=CC=C3))","C1=CC=C(N=C1C1C=CC=CN=1)C1C=CC=CN=1","InChI=1S/C15H11N3/c1-3-10-16-12(6-1)14-8-5-9-15(18-14)13-7-2-4-11-17-13/h1-11H","DRGAZIDRYFYHIJ-UHFFFAOYSA-N","?, ?","25","spectrophotometric","a2/apparent","?, ?","basic",3.9699999999999998
"15554","O=C(OC)C=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3))","COC(=O)C1C2=CC=CC=C2N=C2C=CC=CC2=1","InChI=1S/C15H11NO2/c1-18-15(17)14-10-6-2-4-8-12(10)16-13-9-5-3-7-11(13)14/h2-9H,1H3","PGWHWYBRRVQFCI-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.45
"16056","N=3(C2(=C1(N=CC=CC1=CC=C2C=4(CCCC=4(C=3)))))","C1CCC2C3=CC=C4C=CC=NC4=C3N=CC=21","InChI=1S/C15H12N2/c1-3-11-9-17-15-13(12(11)5-1)7-6-10-4-2-8-16-14(10)15/h2,4,6-9H,1,3,5H2","OGWLKYOZFZCYEU-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",5.78
"16305","N2(=C(C1(=CC=CC=C1))C=C(N)C=3(C2=CC=CC=3))","NC1=CC(=NC2=CC=CC=C21)C1C=CC=CC=1","InChI=1S/C15H12N2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,(H2,16,17)","URUHKHGBRNTPGA-UHFFFAOYSA-N","?","20",,"a/apparent","?","basic",8.2
"15540","O=C(NC3(=CC2(=NC=1(C(=CC=CC=1)C=C2C=C3))))C","C/C(/O)=N\C1C=C2N=C3C=CC=CC3=CC2=CC=1","InChI=1S/C15H12N2O/c1-10(18)16-13-7-6-12-8-11-4-2-3-5-14(11)17-15(12)9-13/h2-9H,1H3,(H,16,18)","AOFMKIDPLZIMSQ-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",5.6
"15539","O=C(NC=3(C=1(C(=NC2(=CC=CC=C2(C=1)))C=CC=3)))C","C/C(/O)=N\C1=CC=CC2=NC3C=CC=CC=3C=C21","InChI=1S/C15H12N2O/c1-10(18)16-14-7-4-8-15-12(14)9-11-5-2-3-6-13(11)17-15/h2-9H,1H3,(H,16,18)","RUUVYPZLIPOVQK-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",4.4
"15542","O=C(NC=3(C2(=NC=1(C(=CC=CC=1)C=C2C=CC=3))))C","C/C(/O)=N\C1=CC=CC2=CC3=CC=CC=C3N=C21","InChI=1S/C15H12N2O/c1-10(18)16-14-8-4-6-12-9-11-5-2-3-7-13(11)17-15(12)14/h2-9H,1H3,(H,16,18)","HVOZCMFCAHFSSQ-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.0
"16690","N2(=NN(C1(=CC=CC=C1))C(=N2)C=CC3(=CC=CC=C3))","C(=CC1=NN=NN1C1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C15H12N4/c1-3-7-13(8-4-1)11-12-15-16-17-18-19(15)14-9-5-2-6-10-14/h1-12H","JGIUHBSOZRGDEX-UHFFFAOYSA-N","?, ?","25","spectrophotometric","a1/apparent","?, ?","basic",-2.5549999999999997
"15006","N=1(C=3(C(C=C2(C=1C=CC(=C2)C))=CC(C)=CC=3))","CC1=CC2=CC3=CC(C)=CC=C3N=C2C=C1","InChI=1S/C15H13N/c1-10-3-5-14-12(7-10)9-13-8-11(2)4-6-15(13)16-14/h3-9H,1-2H3","ITLFEIRERKXAAO-UHFFFAOYSA-N","?","25.5","potentiometric","b/apparent","?","basic",4.5
"15186","N24(C1(=C(C=CC=C1)C(C3(=C2C=CC=C3))CC4))","C1CN2C3C=CC=CC=3C1C1C=CC=CC2=1","InChI=1S/C15H13N/c1-3-7-14-12(5-1)11-9-10-16(14)15-8-4-2-6-13(11)15/h1-8,11H,9-10H2","LCUFLMBFUQIMBO-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","NH(+)","basic",4.54
"16562","O=[N+]([O-])C=3(C2(=C(NCCO)C=1(C(=CC=CC=1)N=C2C=CC=3)))","[O-][N+](=O)C1=CC=CC2=NC3=CC=CC=C3C(NCCO)=C21","InChI=1S/C15H13N3O3/c19-9-8-16-15-10-4-1-2-5-11(10)17-12-6-3-7-13(14(12)15)18(20)21/h1-7,19H,8-9H2,(H,16,17)","HARZMLUWPOFDHZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",7.2
"16057","N4(=C2(C=1(N(C=3(C=CC(=CC=3(C=1CCC2))C))C=C4)))","CC1=CC2=C(C=C1)N1C=CN=C3CCCC2=C13","InChI=1S/C15H14N2/c1-10-5-6-14-12(9-10)11-3-2-4-13-15(11)17(14)8-7-16-13/h5-9H,2-4H2,1H3","ZHTWYYQXWNZIMN-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","H(1+)","basic",6.24
"16304","N=3(C2(=C1(N=CC=CC1=CC=C2C(CCC)=CC=3)))","CCCC1=CC=NC2=C3N=CC=CC3=CC=C21","InChI=1S/C15H14N2/c1-2-4-11-8-10-17-15-13(11)7-6-12-5-3-9-16-14(12)15/h3,5-10H,2,4H2,1H3","ZLYKCSSCJRFYBT-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",5.45
"16302","N=3(C2(=C1(N=CC=C(C1=CC(=C2C=C(C=3)C)C)C)))","CC1C=C2C(N=CC=C2C)=C2N=CC(C)=CC=12","InChI=1S/C15H14N2/c1-9-6-12-11(3)7-13-10(2)4-5-16-14(13)15(12)17-8-9/h4-8H,1-3H3","QRHQZHJYHKMIJA-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",5.9
"16300","N=3(C2(=C1(N=CC=C(C1=CC=C2C(C)=C(C=3)C)C)))","CC1C=NC2=C3N=CC=C(C)C3=CC=C2C=1C","InChI=1S/C15H14N2/c1-9-6-7-16-14-12(9)4-5-13-11(3)10(2)8-17-15(13)14/h4-8H,1-3H3","RFINKOIZFSHBNU-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",5.99
"16301","N=3(C2(=C1(N=CC=CC1=C(C)C(=C2C=C(C=3)C)C)))","CC1=C2C=CC=NC2=C2N=CC(C)=CC2=C1C","InChI=1S/C15H14N2/c1-9-7-13-11(3)10(2)12-5-4-6-16-14(12)15(13)17-8-9/h4-8H,1-3H3","FDWKXPSHJXAKOI-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",5.34
"16706","O(C3(=C(C=1(NC=2(C=NC=CC=2(C=1))))C=CC(=C3)OC))C","COC1=CC(OC)=C(C=C1)C1=CC2C=CN=CC=2N1","InChI=1S/C15H14N2O2/c1-18-11-3-4-12(15(8-11)19-2)13-7-10-5-6-16-9-14(10)17-13/h3-9,17H,1-2H3","SHCNHOYCRHTEPZ-UHFFFAOYSA-N","?","25","mean from 3","a1/apparent","?","basic",8.29
"16705","O(C3(=C(C=1(NC=2(C=CN=CC=2(C=1))))C=CC(=C3)OC))C","COC1=CC(OC)=C(C=C1)C1=CC2C=NC=CC=2N1","InChI=1S/C15H14N2O2/c1-18-11-3-4-12(15(8-11)19-2)14-7-10-9-16-6-5-13(10)17-14/h3-9,17H,1-2H3","OBNRFFBLASQGKQ-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",8.49
"15315","S(=O)(C3(=CC(OC)=C(C1(=NC=2(C=CC=CC=2(N1))))C=C3))C","CS(=O)C1=CC(OC)=C(C=C1)C1NC2C=CC=CC=2N=1","InChI=1S/C15H14N2O2S/c1-19-14-9-10(20(2)18)7-8-11(14)15-16-12-5-3-4-6-13(12)17-15/h3-9H,1-2H3,(H,16,17)","DINOOLPQMWMGIN-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",4.76
"16533","FC3(=C(C1(=NCC(=O)N(C2(=C1C(=NN2C)C))C))C=CC=C3)","CC1=NN(C)C2=C1C(=NC=C(O)N2C)C1C=CC=CC=1F","InChI=1S/C15H15FN4O/c1-9-13-14(10-6-4-5-7-11(10)16)17-8-12(21)19(2)15(13)20(3)18-9/h4-8,21H,1-3H3","IOZCLDCCCLXUIB-UHFFFAOYSA-N","?","27","spectrophotometric","a1/apparent","N(1+)-H","basic",4.69
