"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"16144","[Br]C2(=CC(C(=S)NC1(=CC=C([Br])C=C1))=CC=C2)","S=C(NC1C=CC(Br)=CC=1)C1C=C(Br)C=CC=1","InChI=1S/C13H9Br2NS/c14-10-4-6-12(7-5-10)16-13(17)9-2-1-3-11(15)8-9/h1-8H,(H,16,17)","RMPOMJGFHQTAPH-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",9.96
"16145","[Br]C2(=CC(C(=S)NC1(=CC(F)=CC=C1))=CC=C2)","FC1C=C(C=CC=1)NC(=S)C1C=C(Br)C=CC=1","InChI=1S/C13H9BrFNS/c14-10-4-1-3-9(7-10)13(17)16-12-6-2-5-11(15)8-12/h1-8H,(H,16,17)","KUYQWIMGNLIYIG-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",10.01
"16141","ClC2(=CC=C(C(=S)NC1(=CC(F)=CC=C1))C=C2)","FC1C=C(C=CC=1)NC(=S)C1C=CC(Cl)=CC=1","InChI=1S/C13H9ClFNS/c14-10-6-4-9(5-7-10)13(17)16-12-3-1-2-11(15)8-12/h1-8H,(H,16,17)","BKTSNCRHOWACGD-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",10.16
"17192","OC3(=CC=1(C(=NC2(=CC=CC=C2(C=1)))C=C3))","OC1=CC2=CC3=CC=CC=C3N=C2C=C1","InChI=1S/C13H9NO/c15-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)14-13/h1-8,15H","VUZCWTUAXNDZSX-UHFFFAOYSA-N","?","20","spectrophotometric","a2/apparent","?","acidic",8.81
"15704","O=[N+]([O-])C2(=CC=C(C(C#N)C1(=CC=CC=C1))C=C2)","N#CC(C1C=CC=CC=1)C1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C14H10N2O2/c15-10-14(11-4-2-1-3-5-11)12-6-8-13(9-7-12)16(17)18/h1-9,14H","DZRUHJSVLPGCMS-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",10.9
"17143","O=CC2(C1(=C(C=CC=C1)C3(=C2C=CC=C3)))","OC=C1C2C=CC=CC=2C2C=CC=CC=21","InChI=1S/C14H10O/c15-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-9,15H","UDSGTYRXJSKAHQ-UHFFFAOYSA-N","?","25",,"a1/apparent","?","acidic",7.4
"16646","ClC1(=C(Cl)C=CC(=C1)NC(=S)C2(=CC=C(OC)C=C2))","COC1C=CC(=CC=1)C(=S)NC1=CC(Cl)=C(Cl)C=C1","InChI=1S/C14H11Cl2NOS/c1-18-11-5-2-9(3-6-11)14(19)17-10-4-7-12(15)13(16)8-10/h2-8H,1H3,(H,17,19)","GLQJGJJWDQTNEP-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",10.14
"16320","O=C(O)CN2(C1(=C(C=CC=C1)C3(=C2C=CC=C3)))","OC(O)=CN1C2C=CC=CC=2C2C=CC=CC1=2","InChI=1S/C14H11NO2/c16-14(17)9-15-12-7-3-1-5-10(12)11-6-2-4-8-13(11)15/h1-9,16-17H","FRUJTPHBAZMRKQ-UHFFFAOYSA-N","?","25",,"a1/apparent","COO-H","acidic",3.55
"15755","[Br]C2(=CC=C(NC(=S)C1(=CC=C(OC)C=C1))C=C2)","COC1C=CC(=CC=1)C(=S)NC1C=CC(Br)=CC=1","InChI=1S/C14H12BrNOS/c1-17-13-8-2-10(3-9-13)14(18)16-12-6-4-11(15)5-7-12/h2-9H,1H3,(H,16,18)","YGEURFOKRYVSCN-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",10.95
"15752","ClC2(=CC=C(C(=S)NC1(=CC=C(OC)C=C1))C=C2)","COC1C=CC(=CC=1)NC(=S)C1C=CC(Cl)=CC=1","InChI=1S/C14H12ClNOS/c1-17-13-8-6-12(7-9-13)16-14(18)10-2-4-11(15)5-3-10/h2-9H,1H3,(H,16,18)","DWQBNXQHGHKHRK-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",11.26
"16131","S=C(NC1(=CC=C(F)C=C1))C2(=CC=C(C)C=C2)","CC1C=CC(=CC=1)C(=S)NC1C=CC(F)=CC=1","InChI=1S/C14H12FNS/c1-10-2-4-11(5-3-10)14(17)16-13-8-6-12(15)7-9-13/h2-9H,1H3,(H,16,17)","LBLOQRWEUNNPLH-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",10.97
"16314","OC3(=C(C1(=[NH+]C=2(C=CC=CC=2(N1C))))C=CC=C3)","CN1C(=NC2C=CC=CC1=2)C1=CC=CC=C1O","InChI=1S/C14H12N2O/c1-16-12-8-4-3-7-11(12)15-14(16)10-6-2-5-9-13(10)17/h2-9,17H,1H3","DBUIKLZNAQEAEE-UHFFFAOYSA-N","?","25",,"a1/apparent","?","acidic",5.76
"16725","O=C(O)C3(=CC1(=C(OC(=C1C)CN2(C=[NH+]C=C2))C=C3))","CC1=C(CN2C=NC=C2)OC2=CC=C(C=C21)C(O)=O","InChI=1S/C14H12N2O3/c1-9-11-6-10(14(17)18)2-3-12(11)19-13(9)7-16-5-4-15-8-16/h2-6,8H,7H2,1H3,(H,17,18)","XQVYIQZBDOGEHG-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",3.91
"15044","O=C(O)CC2(=CC=C(C1(=CC=CC=C1))C=C2)","OC(O)=CC1C=CC(=CC=1)C1C=CC=CC=1","InChI=1S/C14H12O2/c15-14(16)10-11-6-8-13(9-7-11)12-4-2-1-3-5-12/h1-10,15-16H","OKYQAJDEKYOEHT-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",4.46
"16063","O=C(O)CCC(=O)C2(=CC=1(C(=CC=CC=1)C=C2))","OC(O)=CCC(=O)C1=CC2C=CC=CC=2C=C1","InChI=1S/C14H12O3/c15-13(7-8-14(16)17)12-6-5-10-3-1-2-4-11(10)9-12/h1-6,8-9,16-17H,7H2","RYOMEZLGXATRCL-UHFFFAOYSA-N","?","25","potentiometric","thermodynamic","?","acidic",4.96
"16061","[Br]CC(OC1(=CC=CC=C1))(O)C2(=CC=CC=C2)","OC(CBr)(OC1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C14H13BrO2/c15-11-14(16,12-7-3-1-4-8-12)17-13-9-5-2-6-10-13/h1-10,16H,11H2","XVZSYZIVAUKZPY-UHFFFAOYSA-N","?","25",,"a1/apparent","?","acidic",11.18
"15145","O=C(C1(=CC=CC=C1))C([N+]2(=CC=CC=C2))C","CC(=C(O)C1C=CC=CC=1)[N+]1C=CC=CC=1","InChI=1S/C14H13NO/c1-12(15-10-6-3-7-11-15)14(16)13-8-4-2-5-9-13/h2-11H,1H3/p+1","NPOMQUBHPGVITN-UHFFFAOYSA-O","?","45 - 25","spectrophotometric","a1/apparent","CH-CO-Ph","acidic",11.465
"16151","OC2(=C(N=C(C1(=C(O)C=CC=C1))C)C=CC=C2)","CC(=NC1C=CC=CC=1O)C1C=CC=CC=1O","InChI=1S/C14H13NO2/c1-10(11-6-2-4-8-13(11)16)15-12-7-3-5-9-14(12)17/h2-9,16-17H,1H3","KAXKOYJTVVHQGF-UHFFFAOYSA-N","?","25",,"a2/apparent","O-H","acidic",9.23
"16179","S=C(NC1(=CC=C(OC)C=C1))C2(=CC=CC=C2)","COC1C=CC(=CC=1)NC(=S)C1C=CC=CC=1","InChI=1S/C14H13NOS/c1-16-13-9-7-12(8-10-13)15-14(17)11-5-3-2-4-6-11/h2-10H,1H3,(H,15,17)","HGBOOZXXUFQBLX-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",11.36
"15128","S=C(NC1(=CC=C(C)C=C1))C2(=CC=CC=C2)","CC1C=CC(=CC=1)NC(=S)C1C=CC=CC=1","InChI=1S/C14H13NS/c1-11-7-9-13(10-8-11)15-14(16)12-5-3-2-4-6-12/h2-10H,1H3,(H,15,16)","RVDURXDDOJZAQB-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",10.81
"16155","OC2(=C(C=C(NC1(=CC=C(O)C=C1))C=C2C)C)","CC1C=C(C=C(C)C=1O)NC1C=CC(O)=CC=1","InChI=1S/C14H15NO2/c1-9-7-12(8-10(2)14(9)17)15-11-3-5-13(16)6-4-11/h3-8,15-17H,1-2H3","HRFXVGJKUGFHDX-UHFFFAOYSA-N","?, ?","30","potentiometric","a1/apparent","?, ?","acidic",10.45
"16222","O=C(O)C=CC(=O)C1(=CC=C(C(C)(C)C)C=C1)","CC(C)(C)C1C=CC(=CC=1)C(=O)C=CC(O)=O","InChI=1S/C14H16O3/c1-14(2,3)11-6-4-10(5-7-11)12(15)8-9-13(16)17/h4-9H,1-3H3,(H,16,17)","APBQKTQKFFYBES-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","COOH","acidic",3.42
"16114","OC=1(N(N=C(C=1CCCC)C)C2(=CC=CC=C2))","CC1=NN(C(O)=C1CCCC)C1C=CC=CC=1","InChI=1S/C14H18N2O/c1-3-4-10-13-11(2)15-16(14(13)17)12-8-6-5-7-9-12/h5-9,17H,3-4,10H2,1-2H3","HZYZDKVUIGKRCW-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","acidic",11.4
"16769","S=C(N(CC)CC)NC(=O)C1(=CC=C(OCC)C=C1)","CCOC1C=CC(=CC=1)C(=O)NC(=S)N(CC)CC","InChI=1S/C14H20N2O2S/c1-4-16(5-2)14(19)15-13(17)11-7-9-12(10-8-11)18-6-3/h7-10H,4-6H2,1-3H3,(H,15,17,19)","QZGWYSHJLCADGI-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",8.83
"15253","S1(C(C(C(=O)O)N2(C1C([NH+]=C2CCCC([NH3+])C(=O)[O-])C(=O)[O-]))(C)C)","CC1(C)SC2C(N=C(CCCC(=N)C(O)O)N2C1=C(O)O)=C(O)O","InChI=1S/C14H21N3O6S/c1-14(2)9(13(22)23)17-7(5-3-4-6(15)11(18)19)16-8(12(20)21)10(17)24-14/h10-11,15,18-23H,3-5H2,1-2H3","WTOBBAMLNCZDKT-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",3.1
"14911","OC1(=C(C=C(CC(C)(C)C)C=C1)CN(C)C)","CN(C)CC1C=C(CC(C)(C)C)C=CC=1O","InChI=1S/C14H23NO/c1-14(2,3)9-11-6-7-13(16)12(8-11)10-15(4)5/h6-8,16H,9-10H2,1-5H3","CNSDPOVELBFSRJ-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","OH","acidic",11.48
"16675","O=C(NCCCCCCCCCC[NH+](C)C)C=NO","CN(C)CCCCCCCCCCNC(=O)CN=O","InChI=1S/C14H29N3O2/c1-17(2)12-10-8-6-4-3-5-7-9-11-15-14(18)13-16-19/h3-13H2,1-2H3,(H,15,18)","KQILMNNPFLSVIB-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",9.02
"16323","O=C(O)C=1(C=3(C([NH+]=C2(C=1C=CC=C2))=CC=CC=3))","OC(=O)C1C2=CC=CC=C2N=C2C=CC=CC2=1","InChI=1S/C14H9NO2/c16-14(17)13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,(H,16,17)","IYRYQBAAHMBIFT-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",3.0
"16485","N#CC(=NNC2(=CC=C(N=NC1(=CC=CC=C1))C=C2))C#N","N#CC(C#N)N=NC1C=CC(=CC=1)N=NC1C=CC=CC=1","InChI=1S/C15H10N6/c16-10-15(11-17)21-20-14-8-6-13(7-9-14)19-18-12-4-2-1-3-5-12/h1-9,15H","NCDCTVOPSIPZCZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","N-H","acidic",7.33
"16286","O=C2(C1(=C(C=CC=C1)C(C=O)C3(=C2C=CC=C3)))","OC=C1C2C=CC=CC=2C(=O)C2C=CC=CC=21","InChI=1S/C15H10O2/c16-9-14-10-5-1-3-7-12(10)15(17)13-8-4-2-6-11(13)14/h1-9,16H","VMWZKKKGVXEJOT-UHFFFAOYSA-N","?","24","potentiometric","a1/apparent","?","acidic",6.0
"15507","O=C1(C3(=C(OC(=C1)C2(=CC=C(O)C=C2))C=CC=C3))","OC1C=CC(=CC=1)C1=CC(=O)C2C=CC=CC=2O1","InChI=1S/C15H10O3/c16-11-7-5-10(6-8-11)15-9-13(17)12-3-1-2-4-14(12)18-15/h1-9,16H","SHGLJXBLXNNCTE-UHFFFAOYSA-N","?","22","mean from 2","a1/apparent","H+","acidic",8.27
"15370","S1(C(=NN=C1C2(=CC=CC=C2))NC(=O)C3(=CC=CC=C3))","O=C(NC1=NN=C(S1)C1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C15H11N3OS/c19-13(11-7-3-1-4-8-11)16-15-18-17-14(20-15)12-9-5-2-6-10-12/h1-10H,(H,16,18,19)","CUAQDYHIJBQWJV-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",6.8
"16465","O=[N+]([O-])C2(=CC=C(NC(=O)CC(=O)C1(=CC=CC=C1))C=C2)","[O-][N+](=O)C1C=CC(=CC=1)/N=C(/O)\CC(=O)C1C=CC=CC=1","InChI=1S/C15H12N2O4/c18-14(11-4-2-1-3-5-11)10-15(19)16-12-6-8-13(9-7-12)17(20)21/h1-9H,10H2,(H,16,19)","QVWSMRKZRQSUSV-UHFFFAOYSA-N","?","30",,"a1/apparent","?","acidic",8.91
"15242","S1(C(=NC=C1)NP(=O)(OC2(=CC=CC=C2))C3(=CC=C([N+](=O)[O-])C=C3))","[O-][N+](=O)C1C=CC(=CC=1)P(=O)(NC1=NC=CS1)OC1C=CC=CC=1","InChI=1S/C15H12N3O4PS/c19-18(20)12-6-8-14(9-7-12)23(21,17-15-16-10-11-24-15)22-13-4-2-1-3-5-13/h1-11H,(H,16,17,21)","ZNFLSZZJHKVSLJ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",8.9
"16292","S=C(OC)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3)))","COC(=S)C1C2C=CC=CC=2C2C=CC=CC=21","InChI=1S/C15H12OS/c1-16-15(17)14-12-8-4-2-6-10(12)11-7-3-5-9-13(11)14/h2-9,14H,1H3","SGWRCUNYYCZZSD-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","acidic",7.4
"16745","S1(C(=NN=C1C2(=CC=CC=C2))NCC3(=CC=CC=C3))","C(NC1=NN=C(S1)C1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C15H13N3S/c1-3-7-12(8-4-1)11-16-15-18-17-14(19-15)13-9-5-2-6-10-13/h1-10H,11H2,(H,16,18)","RSVVSFGLTRDYOF-UHFFFAOYSA-N","?",,"spectrophotometric","b/apparent","?","acidic",11.5
"16411","S(=O)(=O)(NC2(=NN(C1(=C([N+](=O)[O-])C=CC=C1))C=C2))C3(=CC=C(N)C=C3)","NC1C=CC(=CC=1)S(=O)(=O)NC1C=CN(N=1)C1C=CC=CC=1[N+]([O-])=O","InChI=1S/C15H13N5O4S/c16-11-5-7-12(8-6-11)25(23,24)18-15-9-10-19(17-15)13-3-1-2-4-14(13)20(21)22/h1-10H,16H2,(H,17,18)","YYXYMGJUEHVSBH-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",7.0
"15893","S1(C(=NC=C1)NP(=O)(OC2(=CC=CC=C2))C3(=CC=C(N)C=C3))","NC1C=CC(=CC=1)P(=O)(NC1=NC=CS1)OC1C=CC=CC=1","InChI=1S/C15H14N3O2PS/c16-12-6-8-14(9-7-12)21(19,18-15-17-10-11-22-15)20-13-4-2-1-3-5-13/h1-11H,16H2,(H,17,18,19)","RBSSDCZGOTYXIM-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",9.7
"16641","S=C(NC1(=CC=C(OC)C=C1))C2(=CC=C(OC)C=C2)","COC1C=CC(=CC=1)NC(=S)C1C=CC(=CC=1)OC","InChI=1S/C15H15NO2S/c1-17-13-7-3-11(4-8-13)15(19)16-12-5-9-14(18-2)10-6-12/h3-10H,1-2H3,(H,16,19)","RSQQANOVEBEVQT-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",11.85
"16918","O=C(O)C3(OC(OC2(=CC1(=[NH+]C=CC=C1C=C2)))C(O)C(C3O)O)","OC(O)=C1OC(OC2=CC3=NC=CC=C3C=C2)C(O)C(O)C1O","InChI=1S/C15H15NO7/c17-10-11(18)13(14(20)21)23-15(12(10)19)22-8-4-3-7-2-1-5-16-9(7)6-8/h1-6,10-12,15,17-21H","PEJKFTZTOBJYSA-UHFFFAOYSA-N","?","22","potentiometric","a1/apparent","?","acidic",3.0
"15232","O=C([O-])C3(OC(OC2(=CC1(=C(O)C=C[NH+]=C1C=C2)))C(O)C(C3O)O)","OC(O)=C1OC(OC2=CC3C(C=C2)=NC=CC=3O)C(O)C(O)C1O","InChI=1S/C15H15NO8/c17-9-3-4-16-8-2-1-6(5-7(8)9)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-5,10-12,15,18-22H,(H,16,17)","KBIJQAJBYFRHIR-UHFFFAOYSA-N","?, ?","22","potentiometric","a2/apparent","?, ?","acidic",3.425
"16481","S(=O)(=O)(NC(=O)C1(=CC(=C(C)C=C1)C))C2(=CC=C(N)C=C2)","CC1C=CC(=CC=1C)C(=O)NS(=O)(=O)C1C=CC(N)=CC=1","InChI=1S/C15H16N2O3S/c1-10-3-4-12(9-11(10)2)15(18)17-21(19,20)14-7-5-13(16)6-8-14/h3-9H,16H2,1-2H3,(H,17,18)","LFAXYIHYMGEIHW-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",4.66
"15589","O=C([O-])C(CC1(=CC=CC=C1))CC(=O)C=C=CC","CC=C=CC(=O)CC(CC1C=CC=CC=1)=C(O)O","InChI=1S/C15H16O3/c1-2-3-9-14(16)11-13(15(17)18)10-12-7-5-4-6-8-12/h2,4-9,17-18H,10-11H2,1H3","QMBQWHLEHYWPFL-UHFFFAOYSA-N","?","25",,"a1/apparent","?","acidic",13.9
"15414","O=C(OCC)C2(=C(N1(N=C(O)C(=C1C)CC))C=CC=C2)","CC1=C(CC)C(O)=NN1C1C=CC=CC=1C(=O)OCC","InChI=1S/C15H18N2O3/c1-4-11-10(3)17(16-14(11)18)13-9-7-6-8-12(13)15(19)20-5-2/h6-9H,4-5H2,1-3H3,(H,16,18)","ADEKFCQHEOMODS-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","acidic",12.4
"15715","OC=1(NN=C(C=1CCCCCC)C2(=CC=CC=C2))","CCCCCCC1=C(O)NN=C1C1C=CC=CC=1","InChI=1S/C15H20N2O/c1-2-3-4-8-11-13-14(16-17-15(13)18)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3,(H2,16,17,18)","FLJRWQRETOAQBR-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",8.6
"15415","O=C(NCC1([NH+](CCC1)CC))C2(=C(OC)C=CC=C2O)","CCN1CCCC1CNC(=O)C1=C(O)C=CC=C1OC","InChI=1S/C15H22N2O3/c1-3-17-9-5-6-11(17)10-16-15(19)14-12(18)7-4-8-13(14)20-2/h4,7-8,11,18H,3,5-6,9-10H2,1-2H3,(H,16,19)","MVWKVVFFVMXULU-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",8.7
"16031","O=C(O)CCCCCCCCCCCCCC","CCCCCCCCCCCCCC=C(O)O","InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h14,16-17H,2-13H2,1H3","YDQGEDXFASNIIF-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",5.01
"16542","O=C([O-])C3(=C(N1(N=C(O)C=C1C2(=CC=CC=C2)))C=CC=C3)","OC1C=C(C2C=CC=CC=2)N(N=1)C1=CC=CC=C1C(O)=O","InChI=1S/C16H12N2O3/c19-15-10-14(11-6-2-1-3-7-11)18(17-15)13-9-5-4-8-12(13)16(20)21/h1-10H,(H,17,19)(H,20,21)","DVDAQXXWGTVYQZ-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","acidic",12.5
"15366","OC(C1(=CC=NC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3)","OC(C1C=CN=CC=1)(C1C=CN=CC=1)C1C=CN=CC=1","InChI=1S/C16H13N3O/c20-16(13-1-7-17-8-2-13,14-3-9-18-10-4-14)15-5-11-19-12-6-15/h1-12,20H","LGHLTRASRAEIPD-UHFFFAOYSA-N","?","20",,"a/apparent","?","acidic",11.8
"16629","O=C(O)C2(=C(N=CC=CC1(=CC=CC=C1))C=CC=C2)","OC(=O)C1C=CC=CC=1N=CC=CC1C=CC=CC=1","InChI=1S/C16H13NO2/c18-16(19)14-10-4-5-11-15(14)17-12-6-9-13-7-2-1-3-8-13/h1-12H,(H,18,19)","ARTGPTWINYHLGT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","carboxyl","acidic",6.12
"16712","OC1(=NNC(=C1CC2(=CC=CC=C2))C3(=CC=CC=C3))","OC1=NNC(=C1CC1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C16H14N2O/c19-16-14(11-12-7-3-1-4-8-12)15(17-18-16)13-9-5-2-6-10-13/h1-10H,11H2,(H2,17,18,19)","JMGNYTMPHMEMCN-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",7.7
"16883","ClC1(=C(OC)C=C(OC)C3(=C1OC2(C(=O)CC(=O)CC2C)(C3=O)))","COC1=CC(OC)=C(Cl)C2OC3(C(C)CC(=O)C=C3O)C(=O)C1=2","InChI=1S/C16H15ClO6/c1-7-4-8(18)5-11(19)16(7)15(20)12-9(21-2)6-10(22-3)13(17)14(12)23-16/h5-7,19H,4H2,1-3H3","KUTVEHNZHKAAAO-UHFFFAOYSA-N","?","18","potentiometric","a/apparent","?","acidic",4.49
"16572","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C","CC(O)C(C1C=CC(=CC=1)C1C=CC=CC=1)=C(O)O","InChI=1S/C16H16O3/c1-11(17)15(16(18)19)14-9-7-13(8-10-14)12-5-3-2-4-6-12/h2-11,17-19H,1H3","KFQJHQOZVOQDPN-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","?","acidic",4.3
"16478","O=C2(C(=NNC1(=C(C(=O)C)C=CC=C1))C(=O)CC(C2)(C)C)","CC1(C)C=C(O)C(N=NC2C=CC=CC=2C(=C)O)C(O)=C1","InChI=1S/C16H18N2O3/c1-10(19)11-6-4-5-7-12(11)17-18-15-13(20)8-16(2,3)9-14(15)21/h4-9,15,19-21H,1H2,2-3H3","FLSMFPKCXTYLHM-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","?","acidic",10.5
"15230","S1(C(C(C(=O)O)N3(C1C(NC(=O)CC2(=CC=C(O)C=C2))C3=O))(C)C)","CC1(C)SC2C(=NC(O)=CC3C=CC(O)=CC=3)C(O)N2C1=C(O)O","InChI=1S/C16H18N2O5S/c1-16(2)12(15(22)23)18-13(21)11(14(18)24-16)17-10(20)7-8-3-5-9(19)6-4-8/h3-7,13-14,19-23H,1-2H3","FTZJBQTWFQFNOU-UHFFFAOYSA-N","?","23","potentiometric","a/apparent","?","acidic",2.62
"16637","O(C1(=CC(=C(O)C=C1)CN(C)C))CC2(=CC=CC=C2)","CN(C)CC1C=C(C=CC=1O)OCC1C=CC=CC=1","InChI=1S/C16H19NO2/c1-17(2)11-14-10-15(8-9-16(14)18)19-12-13-6-4-3-5-7-13/h3-10,18H,11-12H2,1-2H3","QWBCDUPBBLAFNL-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","OH","acidic",11.48
"16597","OC=1(NN=C(C=1CCCCCCC)C2(=CC=CC=C2))","CCCCCCCC1=C(O)NN=C1C1C=CC=CC=1","InChI=1S/C16H22N2O/c1-2-3-4-5-9-12-14-15(17-18-16(14)19)13-10-7-6-8-11-13/h6-8,10-11H,2-5,9,12H2,1H3,(H2,17,18,19)","LGPDUMJLNROXPX-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",9.2
"16524","O=C1(NC(=O)CC(C1)CC(O)CC(=O)C(C=C(C=C)C)C)","CC(C=C(C)C=C)=C(O)CC(O)CC1CC(O)=NC(O)=C1","InChI=1S/C16H23NO4/c1-4-10(2)5-11(3)14(19)9-13(18)6-12-7-15(20)17-16(21)8-12/h4-5,7,12-13,18-20H,1,6,8-9H2,2-3H3,(H,17,21)","XBQQCLMBIMCLTJ-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",11.2
"15930","ClC4(=CC=3(N=C(C=1(C(=O)OC=2(C=C(O)C=CC=2(C=1))))OC=3C=C4))","OC1=CC2OC(=O)C(=CC=2C=C1)C1=NC2C=C(Cl)C=CC=2O1","InChI=1S/C16H8ClNO4/c17-9-2-4-13-12(6-9)18-15(21-13)11-5-8-1-3-10(19)7-14(8)22-16(11)20/h1-7,19H","WQSQXWWTGJPUGC-UHFFFAOYSA-N","?","22",,"a1/thermodynamic","OH","acidic",6.8
"16799","S(=O)(=O)(OC4(=C3(OC(C=1(C(=O)OC=2(C=C(O)C=CC=2(C=1))))=NC3=CC(=C4)C)))[O-]","CC1=CC2N=C(OC=2C(=C1)OS(O)(=O)=O)C1=CC2C=CC(O)=CC=2OC1=O","InChI=1S/C17H11NO8S/c1-8-4-12-15(14(5-8)26-27(21,22)23)25-16(18-12)11-6-9-2-3-10(19)7-13(9)24-17(11)20/h2-7,19H,1H3,(H,21,22,23)","MMEVYNMLWYRSSA-UHFFFAOYSA-N","?","22",,"a1/thermodynamic","OH","acidic",6.8
"15284","O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))CC3(=CC=CC=C3))","OC1=C(CC2C=CC=CC=2)C(=O)C2C=CC=CC=2C1=O","InChI=1S/C17H12O3/c18-15-12-8-4-5-9-13(12)16(19)17(20)14(15)10-11-6-2-1-3-7-11/h1-9,20H,10H2","DAFZNKDZHABMQJ-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",4.9
"16367","ClC1(=C(Cl)C(OCC(=O)OCC)=CC=C1OC2(=CC(=C(O)C=C2)C[NH3+]))","CCOC(O)=COC1=CC=C(OC2C=C(CN)C(O)=CC=2)C(Cl)=C1Cl","InChI=1S/C17H17Cl2NO5/c1-2-23-15(22)9-24-13-5-6-14(17(19)16(13)18)25-11-3-4-12(21)10(7-11)8-20/h3-7,9,21-22H,2,8,20H2,1H3","LHLZNKSGYBZZAW-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","OH","acidic",8.55
"15372","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)(C)C","CC(C)(O)C(C1C=CC(=CC=1)C1C=CC=CC=1)=C(O)O","InChI=1S/C17H18O3/c1-17(2,20)15(16(18)19)14-10-8-13(9-11-14)12-6-4-3-5-7-12/h3-11,18-20H,1-2H3","DSOCPOFENQQXHM-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","?","acidic",3.76
