DSSTox_Source_Record_Id,Extenal_ID,DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,Substance_Name,Substance_CASRN,Substance_Type,Substance_Note,Structure_SMILES,Structure_InChI,Structure_InChIKey,Structure_Formula,Structure_MolWt,Structure_SMILES_2D-QSAR,DateModified
DTXRID606092948,1199,DTXSID90203169,DTXCID40125660,Public_Medium,Quinoline-2-carbaldehyde,5470-96-2,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,O=CC1=NC2=CC=CC=C2C=C1,"InChI=1S/C10H7NO/c12-7-9-6-5-8-3-1-2-4-10(8)11-9/h1-7H
AuxInfo=1/0/N:10,11,6,7,5,8,12,3,9,4,2,1/rA:12ONCCCCCCCCCC/rB:;;s2s3;s3;d3;d4;d5;d2s8;s6;s7d10;d1s9;/rC:3.0798,-.3192,0;7.0808,-1.0892,0;8.4144,1.2208,0;8.4144,-.3192,0;7.0808,1.9906,0;9.791,2.044,0;9.791,-1.1426,0;5.7471,1.2208,0;5.7471,-.3192,0;11.1864,1.2527,0;11.1864,-.3513,0;4.4135,-1.0892,0;
",WPYJKGWLDJECQD-UHFFFAOYSA-N,C10H7NO,157.172,O=CC1=NC2=CC=CC=C2C=C1,20170228.0
DTXRID306092949,1200,DTXSID70219369,DTXCID40141860,Public_Medium,"Quinoline, 2-methoxy-",6931-16-4,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,COC1=NC2=CC=CC=C2C=C1,"InChI=1S/C10H9NO/c1-12-10-7-6-8-4-2-3-5-9(8)11-10/h2-7H,1H3
AuxInfo=1/0/N:12,10,11,6,7,5,9,3,4,8,2,1/rA:12ONCCCCCCCCCC/rB:;;s2s3;s3;d3;d4;s1d2;d5s8;s6;s7d10;s1;/rC:4.4134,-1.5398,0;7.0806,-1.5398,0;8.4142,.77,0;8.4142,-.77,0;7.0806,1.5398,0;9.7907,1.5934,0;9.7907,-1.5934,0;5.7469,-.77,0;5.7469,.77,0;11.186,.8019,0;11.186,-.8019,0;3.0798,-.77,0;
",ZTQNUTNKGQGWCM-UHFFFAOYSA-N,C10H9NO,159.188,COC1=NC2=CC=CC=C2C=C1,20170228.0
DTXRID606092950,1201,DTXSID10178401,DTXCID00100892,Public_Medium,"Isoquinoline, 1-methoxy-",23724-93-8,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,COC1=NC=CC2=CC=CC=C12,"InChI=1S/C10H9NO/c1-12-10-9-5-3-2-4-8(9)6-7-11-10/h2-7H,1H3
AuxInfo=1/0/N:12,10,9,7,6,8,11,4,3,5,2,1/rA:12ONCCCCCCCCCC/rB:;;s3;s1d2s3;d3;d4;s4;s6;s7d9;s2d8;s1;/rC:4.4137,-1.9516,0;3.08,.3584,0;5.7473,.3584,0;5.7473,1.8984,0;4.4137,-.4116,0;7.1241,-.4652,0;7.1241,2.7216,0;4.4137,2.6684,0;8.5195,.3263,0;8.5195,1.9303,0;3.08,1.8984,0;3.08,-2.7216,0;
",AFWHVAFMAIDVTH-UHFFFAOYSA-N,C10H9NO,159.188,COC1=NC=CC2=CC=CC=C12,20170228.0
DTXRID306092951,1202,DTXSID50902646,DTXCID801330820,Incomplete,NoName_3186,NOCAS_902646,Single Compound,,O=C1CC2=C(C=CC=C2)C1C#N,"InChI=1/C10H7NO/c11-6-9-8-4-2-1-3-7(8)5-10(9)12/h1-4,9H,5H2
AuxInfo=1/0/N:9,8,10,7,12,4,11,6,3,2,5,1/rA:12OCCCNCCCCCCC/rB:d1;s2;s3;t4;s3;s6;d7;s8;d9;d6s10;s2s11;/rC:.0011,-3.0303,0;1.5411,-3.0303,0;2.4463,-4.2762,0;1.9704,-5.7408,0;1.4945,-7.2054,0;3.9109,-3.8003,0;5.2445,-4.5702,0;6.5782,-3.8003,0;6.5782,-2.2603,0;5.2445,-1.4903,0;3.9109,-2.2603,0;2.4463,-1.7845,0;
",IPDOJTSJVRBTJJ-UHFFFAOYNA-N,C10H7NO,157.172,O=C1CC2=C(C=CC=C2)C1C#N,20180702.0
DTXRID006092952,1203,DTXSID30232110,DTXCID30154601,Public_Medium,Echinopsine,83-54-5,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1C=CC(=O)C2=CC=CC=C12,"InChI=1S/C10H9NO/c1-11-7-6-10(12)8-4-2-3-5-9(8)11/h2-7H,1H3
AuxInfo=1/0/N:10,12,11,8,6,9,7,4,3,5,2,1/rA:12ONCCCCCCCCCC/rB:;s2;s3;d1s4;d3;s2;d4;s5d7;s2;s6;s8d11;/rC:4.4135,3.08,0;4.4135,-1.54,0;5.7473,-.77,0;5.7473,.77,0;4.4135,1.54,0;7.1241,-1.5934,0;3.08,-.77,0;7.1241,1.5934,0;3.08,.77,0;4.4135,-3.08,0;8.5195,-.8021,0;8.5195,.8021,0;
",CSJAXRKDCCWCSJ-UHFFFAOYSA-N,C10H9NO,159.188,CN1C=CC(=O)C2=CC=CC=C12,20170228.0
DTXRID706092953,1215,DTXSID10902647,DTXCID501330821,Incomplete,NoName_3187,NOCAS_902647,Single Compound,,OC1=CC=CC(=C1)C1NCCS1,"InChI=1/C9H11NOS/c11-8-3-1-2-7(6-8)9-10-4-5-12-9/h1-3,6,9-11H,4-5H2
AuxInfo=1/0/N:8,9,7,11,12,4,3,5,2,10,6,1/rA:12SCCCCOCCCNCC/rB:s1;s2;d3;s4;s5;d5;s7;s3d8;s2;s10;s1s11;/rC:2.5828,-5.5286,0;1.3369,-4.6234,0;1.3369,-3.0835,0;2.6706,-2.3135,0;2.6706,-.7735,0;4.0043,-.0035,0;1.3369,-.0035,0;.0032,-.7735,0;.0032,-2.3135,0;.091,-5.5286,0;.5669,-6.9933,0;2.1069,-6.9933,0;
",XAWMGAAMNBWTLB-UHFFFAOYNA-N,C9H11NOS,181.25,OC1=CC=CC(=C1)C1NCCS1,20180702.0
DTXRID406092954,1216,DTXSID70902648,DTXCID201330822,Incomplete,NoName_3188,NOCAS_902648,Single Compound,,OC1=CC=C(C=C1)C1NCCS1,"InChI=1/C9H11NOS/c11-8-3-1-7(2-4-8)9-10-5-6-12-9/h1-4,9-11H,5-6H2
AuxInfo=1/0/N:4,9,5,8,11,12,3,6,2,10,7,1/E:(1,2)(3,4)/rA:12SCCCCCOCCNCC/rB:s1;s2;d3;s4;d5;s6;s6;s3d8;s2;s10;s1s11;/rC:2.5783,-7.0639,0;1.3325,-6.1587,0;1.3325,-4.6187,0;2.6661,-3.8487,0;2.6661,-2.3087,0;1.3325,-1.5387,0;1.3325,.0013,0;-.0012,-2.3087,0;-.0012,-3.8487,0;.0866,-7.0639,0;.5625,-8.5285,0;2.1025,-8.5285,0;
",DYHNVKKDCQGROL-UHFFFAOYNA-N,C9H11NOS,181.25,OC1=CC=C(C=C1)C1NCCS1,20180702.0
DTXRID106092955,1217,DTXSID4045973,DTXCID2025973,DSSTox_Low,Cloxyquin,130-16-5,Single Compound,,OC1=CC=C(Cl)C2=CC=CN=C12,"InChI=1S/C9H6ClNO/c10-7-3-4-8(12)9-6(7)2-1-5-11-9/h1-5,12H
AuxInfo=1/0/N:9,8,4,3,10,7,5,2,12,6,11,1/rA:12OCCCCClCCCCNC/rB:s1;d2;s3;d4;s5;s5;d7;s8;d9;s10;s2s7d11;/rC:4.004,0,0;4.004,-1.54,0;5.3347,-2.31,0;5.3347,-3.85,0;4.004,-4.6201,0;4.004,-6.1601,0;2.6673,-3.85,0;1.3305,-4.6201,0;0,-3.85,0;0,-2.31,0;1.3305,-1.54,0;2.6673,-2.31,0;
",CTQMJYWDVABFRZ-UHFFFAOYSA-N,C9H6ClNO,179.6,OC1=CC=C(Cl)C2=CC=CN=C12,20170228.0
DTXRID806092956,1223,DTXSID80901182,DTXCID201329566,Incomplete,NoName_260,NOCAS_901182,Single Compound,,CC1=C(O)C2=C(COC2O)C=N1,"InChI=1/C8H9NO3/c1-4-7(10)6-5(2-9-4)3-12-8(6)11/h2,8,10-11H,3H2,1H3
AuxInfo=1/0/N:8,10,12,7,11,4,5,2,9,6,3,1/rA:12OCOCCOCCNCCC/rB:s1;s2;s2;s4;s5;d5;s7;s7;d9;d4s10;s1s11;/rC:-.0007,-1.8571,0;.9045,-3.103,0;.4286,-4.5675,0;2.3691,-2.6271,0;3.7028,-3.3971,0;3.7028,-4.937,0;5.0364,-2.6271,0;6.3701,-3.3971,0;5.0364,-1.0871,0;3.7028,-.3171,0;2.3691,-1.0871,0;.9045,-.6112,0;
",MUYYNBSOIUTQPC-UHFFFAOYNA-N,C8H9NO3,167.164,CC1=C(O)C2=C(COC2O)C=N1,20180702.0
DTXRID506092957,1226,DTXSID4048694,DTXCID4028620,DSSTox_Low,Fenamol,5467-78-7,Single Compound,,NC1=NN=NN1C1=CC=CC=C1,"InChI=1S/C7H7N5/c8-7-9-10-11-12(7)6-4-2-1-3-5-6/h1-5H,(H2,8,9,11)
AuxInfo=1/1/N:12,10,11,8,9,6,2,7,3,4,5,1/E:(2,3)(4,5)/rA:12NCNNNCNCCCCC/rB:s1;d2;s3;s1d4;s1;s2;d6;s6;s8;d9;d10s11;/rC:1.3325,-4.5906,0;2.5883,-5.5184,0;2.093,-6.9766,0;.5651,-6.9766,0;.0907,-5.5184,0;1.3325,-3.0767,0;4.0604,-5.0441,0;2.679,-2.3162,0;0,-2.3162,0;2.679,-.8023,0;0,-.8023,0;1.3325,0,0;
",ULIDRMKBVYYVIQ-UHFFFAOYSA-N,C7H7N5,161.168,NC1=NN=NN1C1=CC=CC=C1,20170228.0
DTXRID206092958,1227,DTXSID30902649,DTXCID901330823,Incomplete,NoName_3189,NOCAS_902649,Single Compound,,NN1N=NN=C1C1=CC=CC=C1,"InChI=1S/C7H7N5/c8-12-7(9-10-11-12)6-4-2-1-3-5-6/h1-5H,8H2
AuxInfo=1/0/N:9,8,10,7,11,6,5,4,12,1,2,3/E:(2,3)(4,5)/rA:12NNNNCCCCCCCN/rB:d1;s2;s3;s3;s5;d6;s7;d8;s9;s6d10;s1d5;/rC:6.4075,-3.9232,0;6.8833,-2.4585,0;5.6375,-1.5533,0;5.6375,-.0133,0;4.3916,-2.4585,0;2.9269,-1.9827,0;2.6068,-.4763,0;1.1421,-.0004,0;-.0023,-1.0309,0;.3179,-2.5372,0;1.7825,-3.0131,0;4.8675,-3.9232,0;
",NWOANCZCVIUCTG-UHFFFAOYSA-N,C7H7N5,161.168,NN1N=NN=C1C1=CC=CC=C1,20180702.0
DTXRID906092959,1230,DTXSID60401832,DTXCID50352687,Public_Low,"N,N-dimethyl-7H-purin-2-amine",37432-21-6,Single Compound,,CN(C)C1=NC=C2NC=NC2=N1,"InChI=1S/C7H9N5/c1-12(2)7-8-3-5-6(11-7)10-4-9-5/h3-4H,1-2H3,(H,8,9,10,11)
AuxInfo=1/1/N:10,11,9,12,6,8,7,4,2,5,3,1/E:(1,2)/rA:12NNNNNCCCCCCC/rB:;;;;s2;s1s3d4;d3s5s6;s4d6;s1;s1;s2d5;/rC:4.4137,-1.0733,0;9.8721,1.7059,0;7.0812,-1.0733,0;5.7475,1.2367,0;9.8721,-.7728,0;8.4149,1.2367,0;5.7475,-.3033,0;8.4149,-.3033,0;7.0812,2.0067,0;3.08,-.3033,0;4.4137,-2.6135,0;10.7709,.4667,0;
",BXJVBCCMZKYRGE-UHFFFAOYSA-N,C7H9N5,163.184,CN(C)C1=NC=C2NC=NC2=N1,20170228.0
DTXRID206092960,1232,DTXSID40902650,DTXCID601330824,Incomplete,NoName_3190,NOCAS_902650,Single Compound,,NC(C1=NC=CN1)C1=NC=CN1,"InChI=1S/C7H9N5/c8-5(6-9-1-2-10-6)7-11-3-4-12-7/h1-5H,8H2,(H,9,10)(H,11,12)
AuxInfo=1/1/N:7,8,11,12,3,5,2,4,6,9,10,1/E:(1,2,3,4)(6,7)(9,10,11,12)/gE:(1,2)/rA:12NCCNCNCCNNCC/rB:d1;s2;s3;s3;d5;s6;d7;s5s8;s2;s10;s1d11;/rC:2.5773,-5.0644,0;1.3315,-4.1592,0;1.3315,-2.6192,0;-.0022,-1.8492,0;2.6651,-1.8492,0;4.072,-2.4756,0;5.1025,-1.3311,0;4.3325,.0026,0;2.8261,-.3176,0;.0856,-5.0644,0;.5615,-6.529,0;2.1015,-6.529,0;
",JBWNTRKSBCIBEO-UHFFFAOYSA-N,C7H9N5,163.184,NC(C1=NC=CN1)C1=NC=CN1,20180702.0
DTXRID906092961,1233,DTXSID20239658,DTXCID70162149,Public_Medium,"N(6),N(6)-Dimethyladenine",938-55-6,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN(C)C1=NC=NC2=C1NC=N2,"InChI=1S/C7H9N5/c1-12(2)7-5-6(9-3-8-5)10-4-11-7/h3-4H,1-2H3,(H,8,9,10,11)
AuxInfo=1/1/N:9,10,11,12,6,8,7,2,4,5,3,1/E:(1,2)/rA:12NNNNNCCCCCCC/rB:;;;;s2;s1d3s6;s4s5d6;s1;s1;s2d4;s3d5;/rC:4.4137,1.9251,0;7.2048,.0842,0;3.08,-.3851,0;7.2048,-2.3944,0;4.4137,-2.6951,0;5.7475,-.3851,0;4.4137,.3851,0;5.7475,-1.9251,0;3.08,2.6951,0;5.7475,2.6951,0;8.1036,-1.1551,0;3.08,-1.9251,0;
",BVIAOQMSVZHOJM-UHFFFAOYSA-N,C7H9N5,163.184,CN(C)C1=NC=NC2=C1NC=N2,20170228.0
DTXRID606092962,1235,DTXSID10459368,DTXCID20410187,Public_Low,"1H-Purin-6-amine, N,2-dimethyl-",90375-79-4,Single Compound,,CNC1=NC(C)=NC2=C1NC=N2,"InChI=1S/C7H9N5/c1-4-11-6(8-2)5-7(12-4)10-3-9-5/h3H,1-2H3,(H2,8,9,10,11,12)
AuxInfo=1/1/N:11,12,10,9,6,7,8,2,1,5,3,4/rA:12NNNNNCCCCCCC/rB:;;;;s1;s2d3s6;s4s5d6;s3d4;s1d5;s9;s2;/rC:8.5383,.0842,0;5.7475,1.9251,0;4.4137,-.3851,0;5.7475,-2.6951,0;8.5383,-2.3944,0;7.0812,-.3851,0;5.7475,.3851,0;7.0812,-1.9251,0;4.4137,-1.9251,0;9.4371,-1.1551,0;3.08,-2.6951,0;4.4137,2.6951,0;
",GKRNNJIPCJBVCR-UHFFFAOYSA-N,C7H9N5,163.184,CNC1=NC(C)=NC2=C1NC=N2,20170228.0
DTXRID306092963,1236,DTXSID00901184,DTXCID601329568,Incomplete,NoName_262,NOCAS_901184,Single Compound,,CCNC1=NC=NC2=C1C=NN2,"InChI=1S/C7H9N5/c1-2-8-6-5-3-11-12-7(5)10-4-9-6/h3-4H,2H2,1H3,(H2,8,9,10,11,12)
AuxInfo=1/1/N:5,4,10,12,6,2,7,3,1,11,9,8/rA:12NCNCCCCNNCNC/rB:d1;s2;s3;s4;s2;d6;s7;s8;s6d9;s7;s1d11;/rC:5.0404,-4.6251,0;3.7067,-3.8551,0;3.7067,-2.3151,0;5.0404,-1.5451,0;5.0404,-.0051,0;2.373,-4.6251,0;2.373,-6.1651,0;.9084,-6.641,0;.0032,-5.3951,0;.9084,-4.1492,0;3.7067,-6.9351,0;5.0404,-6.1651,0;
",SBDWBYNASHULMY-UHFFFAOYSA-N,C7H9N5,163.184,CCNC1=NC=NC2=C1C=NN2,20180702.0
DTXRID006092964,1238,DTXSID10277948,DTXCID30229106,Public_Low,"N,N-Dimethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",23002-57-5,Single Compound,,CN(C)C1=NC=NC2=C1C=NN2,"InChI=1S/C7H9N5/c1-12(2)7-5-3-10-11-6(5)8-4-9-7/h3-4H,1-2H3,(H,8,9,10,11)
AuxInfo=1/1/N:10,11,9,12,6,8,7,4,3,5,2,1/E:(1,2)/rA:12NNNNNCCCCCCC/rB:;;;s2;;s1d3s6;s2s4d6;d5s6;s1;s1;s3d4;/rC:4.4395,2.2415,0;7.2468,-2.1032,0;3.0981,-.0821,0;4.4395,-2.4056,0;8.1508,-.8566,0;5.7809,-.0821,0;4.4395,.6923,0;5.7809,-1.6311,0;7.2468,.3901,0;3.0981,3.016,0;5.7809,3.016,0;3.0981,-1.6311,0;
",QWQODLSLHIZPTE-UHFFFAOYSA-N,C7H9N5,163.184,CN(C)C1=NC=NC2=C1C=NN2,20170228.0
DTXRID706092965,1240,DTXSID80277273,DTXCID70228431,Public_Low,"n,6-dimethyl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",5334-47-4,Single Compound,,CNC1=NC(C)=NC2=C1C=NN2,"InChI=1S/C7H9N5/c1-4-10-6(8-2)5-3-9-12-7(5)11-4/h3H,1-2H3,(H2,8,9,10,11,12)
AuxInfo=1/1/N:11,12,9,10,6,8,7,2,5,4,3,1/rA:12NNNNNCCCCCCC/rB:;;;s1;;s1s3d6;s2d4s6;d5s6;d3s4;s10;s2;/rC:8.5383,-2.0909,0;5.7475,2.2284,0;5.7475,-2.3918,0;4.4137,-.0816,0;9.4371,-.8516,0;7.0812,-.0816,0;7.0812,-1.6216,0;5.7475,.6884,0;8.5383,.3877,0;4.4137,-1.6216,0;3.08,-2.3918,0;4.4137,2.9984,0;
",KUQUGMDJBPPLQJ-UHFFFAOYSA-N,C7H9N5,163.184,CNC1=NC(C)=NC2=C1C=NN2,20170228.0
DTXRID406092966,1242,DTXSID60277276,DTXCID50228434,Public_Low,"N,1-dimethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",5334-49-6,Single Compound,,CNC1=C2C=NN(C)C2=NC=N1,"InChI=1S/C7H9N5/c1-8-6-5-3-11-12(2)7(5)10-4-9-6/h3-4H,1-2H3,(H,8,9,10)
AuxInfo=1/1/N:12,10,9,11,6,8,7,3,5,4,2,1/rA:12NNNNNCCCCCCC/rB:s1;;;;;s1d4s6;s3s5d6;d2s6;s1;s4d5;s3;/rC:7.2468,-1.8234,0;8.1508,-.5768,0;4.4395,2.5211,0;4.4395,-2.1259,0;3.0981,.1977,0;5.7809,.1977,0;5.7809,-1.3513,0;4.4395,.9722,0;7.2468,.6698,0;7.728,-3.2958,0;3.0981,-1.3513,0;3.0981,3.2958,0;
",KOTSAGHCUMHESG-UHFFFAOYSA-N,C7H9N5,163.184,CNC1=C2C=NN(C)C2=NC=N1,20170228.0
DTXRID106092967,1243,DTXSID70212097,DTXCID70134588,Public_Medium,"1,6-Dimethyl-1H-pyrazolo(3,4-d)pyrimidin-4-amine",6291-32-3,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1N=CC2=C(N)N=C(C)N=C12,"InChI=1S/C7H9N5/c1-4-10-6(8)5-3-9-12(2)7(5)11-4/h3H,1-2H3,(H2,8,10,11)
AuxInfo=1/1/N:12,11,9,10,7,8,6,5,3,4,2,1/rA:12NNNNNCCCCCCC/rB:;s1;;;s1d2;s6;s4s5d7;d3s7;s2d4;s1;s10;/rC:8.5383,-1.6666,0;5.7475,-1.9673,0;9.4371,-.4273,0;4.4137,.3427,0;5.7475,2.6529,0;7.0812,-1.1973,0;7.0812,.3427,0;5.7475,1.1129,0;8.5383,.8122,0;4.4137,-1.1973,0;9.0169,-3.1302,0;3.08,-1.9673,0;
",UPZKDMZTYWNVST-UHFFFAOYSA-N,C7H9N5,163.184,CN1N=CC2=C(N)N=C(C)N=C12,20170228.0
DTXRID806092968,1244,DTXSID60879118,DTXCID001017135,Public_Low,"1H-Purin-8-amine, N,N-dimethyl-",23687-23-2,Single Compound,,CN(C)C1=NC2=CN=CN=C2N1,"InChI=1S/C7H9N5/c1-12(2)7-10-5-3-8-4-9-6(5)11-7/h3-4H,1-2H3,(H,8,9,10,11)
AuxInfo=1/1/N:1,2,3,4,5,6,7,8,9,10,11,12/E:(1,2)/rA:12CCCCCCCNNNNN/rB:;;;d3;s5;;s3d4;s4d6;s5d7;s6s7;s1s2s7;/rC:-1.0896,.0309,0;-1.0896,-2.6365,0;4.9238,.2372,0;6.2575,-2.0728,0;3.5902,-.5328,0;3.5902,-2.0728,0;1.2204,-1.3028,0;6.2575,-.5328,0;4.9238,-2.8428,0;2.1256,-.0569,0;2.1256,-2.5487,0;-.3196,-1.3028,0;
",WNLBOWJFJNZYPN-UHFFFAOYSA-N,C7H9N5,163.184,CN(C)C1=NC2=CN=CN=C2N1,20170228.0
DTXRID506092969,1246,DTXSID40902650,DTXCID601330824,Incomplete,NoName_3190,NOCAS_902650,Single Compound,,NC(C1=NC=CN1)C1=NC=CN1,"InChI=1S/C7H9N5/c8-5(6-9-1-2-10-6)7-11-3-4-12-7/h1-5H,8H2,(H,9,10)(H,11,12)
AuxInfo=1/1/N:7,8,11,12,3,5,2,4,6,9,10,1/E:(1,2,3,4)(6,7)(9,10,11,12)/gE:(1,2)/rA:12NCCNCNCCNNCC/rB:d1;s2;s3;s3;d5;s6;d7;s5s8;s2;s10;s1d11;/rC:2.5773,-5.0644,0;1.3315,-4.1592,0;1.3315,-2.6192,0;-.0022,-1.8492,0;2.6651,-1.8492,0;4.072,-2.4756,0;5.1025,-1.3311,0;4.3325,.0026,0;2.8261,-.3176,0;.0856,-5.0644,0;.5615,-6.529,0;2.1015,-6.529,0;
",JBWNTRKSBCIBEO-UHFFFAOYSA-N,C7H9N5,163.184,NC(C1=NC=CN1)C1=NC=CN1,20180702.0
DTXRID806092970,1247,DTXSID90278519,DTXCID40229677,Public_Low,"6-chloro-1-methyl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",5413-96-7,Single Compound,,CN1N=CC2=C(N)N=C(Cl)N=C12,"InChI=1S/C6H6ClN5/c1-12-5-3(2-9-12)4(8)10-6(7)11-5/h2H,1H3,(H2,8,10,11)
AuxInfo=1/1/N:11,9,7,10,8,12,1,6,3,5,4,2/rA:12ClNNNNNCCCCCC/rB:;s2;;;;;s2d4s7;d3s7;s5s6d7;s2;s1s4d5;/rC:3.08,-1.9673,0;8.5383,-1.6666,0;9.4371,-.4273,0;5.7475,-1.9673,0;4.4137,.3427,0;5.7475,2.6529,0;7.0812,.3427,0;7.0812,-1.1973,0;8.5383,.8122,0;5.7475,1.1129,0;9.0169,-3.1302,0;4.4137,-1.1973,0;
",IXLBKCICUWBZOQ-UHFFFAOYSA-N,C6H6ClN5,183.6,CN1N=CC2=C(N)N=C(Cl)N=C12,20170228.0
DTXRID506092971,1248,DTXSID80152596,DTXCID4075087,Public_Medium,"1H-Purin-6-amine, 2-(methylthio)-",1198-83-0,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CSC1=NC(N)=C2NC=NC2=N1,"InChI=1S/C6H7N5S/c1-12-6-10-4(7)3-5(11-6)9-2-8-3/h2H,1H3,(H3,7,8,9,10,11)
AuxInfo=1/1/N:12,10,7,9,8,11,6,2,3,5,4,1/rA:12SNNNNNCCCCCC/rB:;;;;;s2;s3d4s7;s5s6d7;s2d3;s1s4d5;s1;/rC:3.08,-1.7787,0;8.5383,1.0005,0;8.5383,-1.478,0;5.7475,-1.7787,0;4.4137,.5313,0;5.7475,2.8414,0;7.0812,.5313,0;7.0812,-1.0087,0;5.7475,1.3013,0;9.4371,-.2387,0;4.4137,-1.0087,0;3.08,-3.3187,0;
",FXGXEFXCWDTSQK-UHFFFAOYSA-N,C6H7N5S,181.22,CSC1=NC(N)=C2NC=NC2=N1,20170228.0
DTXRID206092972,1251,DTXSID60901185,DTXCID301329569,Incomplete,NoName_263,NOCAS_901185,Single Compound,,NC1=NS(=O)(=O)NC2=C1NC=N2,"InChI=1S/C4H5N5O2S/c5-3-2-4(7-1-6-2)9-12(10,11)8-3/h1,9H,(H2,5,8)(H,6,7)
AuxInfo=1/1/N:9,7,5,11,6,8,10,4,12,2,3,1/E:(10,11)/CRV:12.6/rA:12SOONCNCNCNCN/rB:d1;d1;s1;d4;s5;s5;s7;s8;d9;d7s10;s1s11;/rC:5.0375,-3.8484,0;6.5541,-3.581,0;5.5642,-5.2955,0;5.0375,-2.3084,0;3.7039,-1.5384,0;3.7039,.0016,0;2.3702,-2.3084,0;.9056,-1.8325,0;.0004,-3.0784,0;.9056,-4.3243,0;2.3702,-3.8484,0;3.7039,-4.6183,0;
",XHUJLOYABCEGKW-UHFFFAOYSA-N,C4H5N5O2S,187.18,NC1=NS(=O)(=O)NC2=C1NC=N2,20180702.0
DTXRID906092973,1254,DTXSID4049377,DTXCID1029336,DSSTox_Low,1-Methylguanine,938-85-2,Single Compound,,CN1C(=N)NC2=C(N=CN2)C1=O,"InChI=1S/C6H7N5O/c1-11-5(12)3-4(9-2-8-3)10-6(11)7/h2H,1H3,(H2,7,10)(H,8,9)
AuxInfo=1/1/N:1,2,3,4,5,6,7,8,9,10,11,12/rA:12CCCCCCNNNNNO/rB:;;d3;s3;;d6;d2s3;s2s4;s4s6;s1s5s6;d5;/rC:0,-3.0799,0;6.3767,-1.5432,0;4.0045,-2.3083,0;4.0045,-.7716,0;2.6718,-3.0799,0;1.3328,-.7716,0;;5.4711,-2.7866,0;5.4711,-.2933,0;2.6718,0,0;1.3328,-2.3083,0;2.6718,-4.6231,0;
",RFLVMTUMFYRZCB-UHFFFAOYSA-N,C6H7N5O,165.156,CN1C(=N)NC2=C(N=CN2)C1=O,20170228.0
DTXRID606092974,1255,DTXSID90183755,DTXCID30106246,Public_Medium,3-Methylguanine,2958-98-7,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1C2=C(NC=N2)C(=O)N=C1N,"InChI=1S/C6H7N5O/c1-11-4-3(8-2-9-4)5(12)10-6(11)7/h2H,1H3,(H,8,9)(H2,7,10,12)
AuxInfo=1/1/N:11,12,8,7,10,9,6,3,4,5,2,1/rA:12ONNNNNCCCCCC/rB:;;;;;s2s4;s3d7;s2d5s6;d1s5s8;s2;s3d4;/rC:6.5744,3.08,0;6.5744,-1.54,0;9.3653,1.2393,0;9.3653,-1.2393,0;5.2407,.77,0;3.9069,-1.54,0;7.9081,-.77,0;7.9081,.77,0;5.2407,-.77,0;6.5744,1.54,0;6.5744,-3.08,0;10.2641,0,0;
",XHBSBNYEHDQRCP-UHFFFAOYSA-N,C6H7N5O,165.156,CN1C2=C(NC=N2)C(=O)N=C1N,20170228.0
DTXRID306092975,1256,DTXSID40409356,DTXCID10360208,Public_Low,2-methoxyadenine,28128-30-5,Single Compound,,COC1=NC(N)=C2NC=NC2=N1,"InChI=1S/C6H7N5O/c1-12-6-10-4(7)3-5(11-6)9-2-8-3/h2H,1H3,(H3,7,8,9,10,11)
AuxInfo=1/1/N:12,10,7,9,8,11,6,2,3,5,4,1/rA:12ONNNNNCCCCCC/rB:;;;;;s2;s3d4s7;s5s6d7;s2d3;s1s4d5;s1;/rC:3.08,-1.7787,0;8.5383,1.0005,0;8.5383,-1.478,0;5.7475,-1.7787,0;4.4137,.5313,0;5.7475,2.8414,0;7.0812,.5313,0;7.0812,-1.0087,0;5.7475,1.3013,0;9.4371,-.2387,0;4.4137,-1.0087,0;3.08,-3.3187,0;
",TUDKBZAMOFJOSO-UHFFFAOYSA-N,C6H7N5O,165.156,COC1=NC(N)=C2NC=NC2=N1,20170228.0
