DSSTox_Source_Record_Id,Extenal_ID,DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,Substance_Name,Substance_CASRN,Substance_Type,Substance_Note,Structure_SMILES,Structure_InChI,Structure_InChIKey,Structure_Formula,Structure_MolWt,Structure_SMILES_2D-QSAR,DateModified
DTXRID906089780,2236,DTXSID70868513,DTXCID90816612,Incomplete,Hydroxy(4-nitrophenyl)acetic acid,NOCAS_868513,Single Compound,,OC(C(O)=O)C1=CC=C(C=C1)[N+]([O-])=O,"InChI=1/C8H7NO5/c10-7(8(11)12)5-1-3-6(4-2-5)9(13)14/h1-4,7,10H,(H,11,12)
AuxInfo=1/1/N:6,8,5,9,7,4,10,12,2,11,13,14,1,3/E:(1,2)(3,4)(11,12)(13,14)/CRV:9.5/rA:14O-N+OCCCCCCCOCOO/rB:s1;d2;s2;d4;s5;d6;s7;s4d8;s7;s10;s10;s12;d12;/rC:0,4.6199,0;1.3337,3.85,0;2.6674,4.6199,0;1.3337,2.31,0;2.6674,1.54,0;2.6674,0,0;1.3337,-.77,0;;0,1.54,0;1.3337,-2.31,0;2.6674,-3.08,0;0,-3.08,0;0,-4.6199,0;-1.3337,-2.31,0;
",ZSMJZVLXJDNZHG-UHFFFAOYNA-N,C8H7NO5,197.146,OC(C(O)=O)C1=CC=C(C=C1)[N+]([O-])=O,20170719
DTXRID606089781,2237,DTXSID90901370,DTXCID10877381,Incomplete,NoName_474,NOCAS_901370,Single Compound,,OC(C(O)=O)C1=CC=CC(=C1)[N+]([O-])=O,"InChI=1/C8H7NO5/c10-7(8(11)12)5-2-1-3-6(4-5)9(13)14/h1-4,7,10H,(H,11,12)
AuxInfo=1/1/N:13,12,14,5,6,4,7,9,2,8,10,11,1,3/E:(11,12)(13,14)/CRV:9.5/rA:14ON+O-CCCCOCOOCCC/rB:d1;s2;s2;d4;s5;s6;s7;s7;d9;s9;d6;s12;s4d13;/rC:3.9974,-8.4649,0;3.9974,-6.9249,0;5.3311,-6.1549,0;2.6637,-6.1549,0;2.6637,-4.6149,0;1.33,-3.8449,0;1.33,-2.3049,0;-.0036,-1.5349,0;2.6637,-1.5349,0;2.6637,.0051,0;3.9974,-2.3049,0;-.0036,-4.6149,0;-.0036,-6.1549,0;1.33,-6.9249,0;
",KNSULVUQBMUBCX-UHFFFAOYNA-N,C8H7NO5,197.146,OC(C(O)=O)C1=CC=CC(=C1)[N+]([O-])=O,20180702
DTXRID306089782,2238,DTXSID50901371,DTXCID901329717,Incomplete,NoName_475,NOCAS_901371,Single Compound,,OC(C(O)=O)C1=C(C=CC=C1)[N+]([O-])=O,"InChI=1/C8H7NO5/c10-7(8(11)12)5-3-1-2-4-6(5)9(13)14/h1-4,7,10H,(H,11,12)
AuxInfo=1/1/N:12,13,11,14,5,4,6,8,2,7,9,10,1,3/E:(11,12)(13,14)/CRV:9.5/rA:14ON+O-CCCOCOOCCCC/rB:d1;s2;s2;d4;s5;s6;s6;d8;s8;s5;d11;s12;s4d13;/rC:5.3366,-2.3141,0;5.3366,-3.8541,0;6.6703,-4.6241,0;4.0029,-4.6241,0;2.6693,-3.8541,0;2.6693,-2.3141,0;4.0029,-1.5441,0;1.3356,-1.5441,0;.0019,-2.3141,0;1.3356,-.0041,0;1.3356,-4.6241,0;1.3356,-6.1641,0;2.6693,-6.9341,0;4.0029,-6.1641,0;
",DNNLQTCPOLHGIQ-UHFFFAOYNA-N,C8H7NO5,197.146,OC(C(O)=O)C1=C(C=CC=C1)[N+]([O-])=O,20180702
DTXRID006089783,2239,DTXSID0075154,DTXCID7035931,Public_High,(2-Nitrophenoxy)acetic acid,1878-87-1,Single Compound,SRS/ChemID matched; SRS trust index 1,OC(=O)COC1=C(C=CC=C1)[N+]([O-])=O,"InChI=1S/C8H7NO5/c10-8(11)5-14-7-4-2-1-3-6(7)9(12)13/h1-4H,5H2,(H,10,11)
AuxInfo=1/1/N:4,5,3,6,11,2,1,12,7,13,14,8,9,10/E:(10,11)(12,13)/CRV:9.5/rA:14CCCCCCN+OO-OCCOO/rB:d1;s2;d3;s4;s1d5;s2;d7;s7;s1;s10;s11;s12;d12;/rC:1.3337,2.31,0;2.6673,1.54,0;2.6673,0,0;1.3337,-.77,0;;0,1.54,0;4.001,2.31,0;5.3347,1.54,0;4.001,3.85,0;1.3337,3.85,0;0,4.62,0;0,6.16,0;-1.3337,6.93,0;1.3337,6.93,0;
",TYHHDWAHJRRYCU-UHFFFAOYSA-N,C8H7NO5,197.146,OC(=O)COC1=C(C=CC=C1)[N+]([O-])=O,20170228
DTXRID706089784,2240,DTXSID7059197,DTXCID5049106,Public_High,"Benzoic acid, 4-hydroxy-3-nitro-, methyl ester",99-42-3,Single Compound,SRS/ChemID matched; SRS trust index 3,COC(=O)C1=CC=C(O)C(=C1)[N+]([O-])=O,"InChI=1S/C8H7NO5/c1-14-8(11)5-2-3-7(10)6(4-5)9(12)13/h2-4,10H,1H3
AuxInfo=1/0/N:1,6,7,10,5,9,8,3,11,14,4,12,13,2/E:(12,13)/CRV:9.5/rA:14COCOCCCCCCN+OO-O/rB:s1;s2;d3;s3;d5;s6;d7;s8;s5d9;s9;d11;s11;s8;/rC:2.6673,6.16,0;2.6673,4.62,0;1.3337,3.85,0;0,4.62,0;1.3337,2.31,0;2.6673,1.54,0;2.6673,0,0;1.3337,-.77,0;;0,1.54,0;-1.3337,-.77,0;-1.3337,-2.31,0;-2.6673,0,0;1.3337,-2.31,0;
",GNCWCTBHZCBXGL-UHFFFAOYSA-N,C8H7NO5,197.146,COC(=O)C1=CC=C(O)C(=C1)[N+]([O-])=O,20170228
DTXRID406089785,2241,DTXSID3061978,DTXCID8035710,Public_High,"Acetic acid, (4-nitrophenoxy)-",1798-11-4,Single Compound,SRS/ChemID matched; SRS trust index 3,OC(=O)COC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C8H7NO5/c10-8(11)5-14-7-3-1-6(2-4-7)9(12)13/h1-4H,5H2,(H,10,11)
AuxInfo=1/1/N:2,11,3,10,6,1,4,7,12,8,9,13,14,5/E:(1,2)(3,4)(10,11)(12,13)/CRV:9.5/rA:14CCCCOCCOOCCN+OO-/rB:d1;s2;d3;s4;s5;s6;s7;d7;s4;s1d10;s1;d12;s12;/rC:1.3337,2.31,0;2.6673,1.54,0;2.6673,0,0;1.3337,-.77,0;1.3337,-2.31,0;0,-3.08,0;0,-4.62,0;-1.3337,-5.39,0;1.3337,-5.39,0;;0,1.54,0;1.3337,3.85,0;0,4.62,0;2.6673,4.62,0;
",AVDLFIONKHGQAP-UHFFFAOYSA-N,C8H7NO5,197.146,OC(=O)COC1=CC=C(C=C1)[N+]([O-])=O,20170228
DTXRID106089786,2242,DTXSID10901372,DTXCID601329718,Incomplete,NoName_476,NOCAS_901372,Single Compound,,OCC1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O,"InChI=1S/C8H7NO5/c10-4-5-1-2-6(9(13)14)3-7(5)8(11)12/h1-3,10H,4H2,(H,11,12)
AuxInfo=1/1/N:13,14,5,11,10,4,6,7,2,12,8,9,1,3/E:(11,12)(13,14)/CRV:9.5/rA:14ON+O-CCCCOOCCOCC/rB:d1;s2;s2;d4;s5;s6;d7;s7;d6;s10;s11;s10;s4d13;/rC:6.6644,-6.9273,0;6.6644,-5.3873,0;7.998,-4.6173,0;5.3307,-4.6173,0;5.3307,-3.0773,0;3.9971,-2.3073,0;3.9971,-.7673,0;2.6634,.0027,0;5.3307,.0027,0;2.6634,-3.0773,0;1.3297,-2.3073,0;-.0039,-3.0773,0;2.6634,-4.6172,0;3.9971,-5.3872,0;
",UGIMFDCHWGBCEV-UHFFFAOYSA-N,C8H7NO5,197.146,OCC1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O,20180702
DTXRID806089787,2243,DTXSID70901373,DTXCID301329719,Incomplete,NoName_477,NOCAS_901373,Single Compound,,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,"InChI=1S/C6H8NO5PS/c7-14(11,12)6-3-1-5(2-4-6)13(8,9)10/h1-4H,(H2,7,11,12)(H2,8,9,10)
AuxInfo=1/1/N:7,13,6,14,8,5,4,10,11,12,2,3,9,1/E:(1,2)(3,4)(8,9,10)(11,12)/CRV:14.6/rA:14SOONCCCCPOOOCC/rB:d1;d1;s1;s1;d5;s6;d7;s8;d9;s9;s9;s8;s5d13;/rC:1.54,-7.6988,0;1.54,-9.2388,0;3.08,-7.6988,0;0,-7.6988,0;1.54,-6.1588,0;2.8737,-5.3888,0;2.8737,-3.8488,0;1.54,-3.0788,0;1.54,-1.5388,0;1.54,.0012,0;3.08,-1.5388,0;0,-1.5388,0;.2064,-3.8488,0;.2064,-5.3888,0;
",KYCZQSQYGCJAPN-UHFFFAOYSA-N,C6H8NO5PS,237.17,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,20180702
DTXRID506089788,2244,DTXSID70901373,DTXCID301329719,Incomplete,NoName_477,NOCAS_901373,Single Compound,,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,"InChI=1S/C6H8NO5PS/c7-14(11,12)6-3-1-5(2-4-6)13(8,9)10/h1-4H,(H2,7,11,12)(H2,8,9,10)
AuxInfo=1/1/N:7,13,6,14,8,5,4,10,11,12,2,3,9,1/E:(1,2)(3,4)(8,9,10)(11,12)/CRV:14.6/rA:14SOONCCCCPOOOCC/rB:d1;d1;s1;s1;d5;s6;d7;s8;d9;s9;s9;s8;s5d13;/rC:1.54,-7.6988,0;1.54,-9.2388,0;3.08,-7.6988,0;0,-7.6988,0;1.54,-6.1588,0;2.8737,-5.3888,0;2.8737,-3.8488,0;1.54,-3.0788,0;1.54,-1.5388,0;1.54,.0012,0;3.08,-1.5388,0;0,-1.5388,0;.2064,-3.8488,0;.2064,-5.3888,0;
",KYCZQSQYGCJAPN-UHFFFAOYSA-N,C6H8NO5PS,237.17,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,20180702
DTXRID206089789,2245,DTXSID70901373,DTXCID301329719,Incomplete,NoName_477,NOCAS_901373,Single Compound,,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,"InChI=1S/C6H8NO5PS/c7-14(11,12)6-3-1-5(2-4-6)13(8,9)10/h1-4H,(H2,7,11,12)(H2,8,9,10)
AuxInfo=1/1/N:7,13,6,14,8,5,4,10,11,12,2,3,9,1/E:(1,2)(3,4)(8,9,10)(11,12)/CRV:14.6/rA:14SOONCCCCPOOOCC/rB:d1;d1;s1;s1;d5;s6;d7;s8;d9;s9;s9;s8;s5d13;/rC:1.54,-7.6988,0;1.54,-9.2388,0;3.08,-7.6988,0;0,-7.6988,0;1.54,-6.1588,0;2.8737,-5.3888,0;2.8737,-3.8488,0;1.54,-3.0788,0;1.54,-1.5388,0;1.54,.0012,0;3.08,-1.5388,0;0,-1.5388,0;.2064,-3.8488,0;.2064,-5.3888,0;
",KYCZQSQYGCJAPN-UHFFFAOYSA-N,C6H8NO5PS,237.17,NS(=O)(=O)C1=CC=C(C=C1)P(O)(O)=O,20180702
DTXRID506089790,2246,DTXSID30901374,DTXCID601329720,Incomplete,NoName_480,NOCAS_901374,Single Compound,,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,"InChI=1/C7H10NO5P/c8-7(14(11,12)13)4-2-1-3-5(9)6(4)10/h1-3,7,9-10H,8H2,(H2,11,12,13)
AuxInfo=1/1/N:5,4,6,3,7,9,2,1,8,10,12,13,14,11/E:(11,12,13)/rA:14NCCCCCCOCOPOOO/rB:s1;s2;s3;d4;s5;d6;s7;d3s7;s9;s2;d11;s11;s11;/rC:.2061,-3.8502,0;1.5398,-4.6202,0;2.8735,-3.8502,0;4.2071,-4.6202,0;5.5408,-3.8502,0;5.5408,-2.3102,0;4.2071,-1.5402,0;4.2071,-.0002,0;2.8735,-2.3102,0;1.5398,-1.5402,0;1.5398,-6.1602,0;1.5398,-7.7002,0;-.0002,-6.1602,0;3.0798,-6.1602,0;
",SNERZUZRSZSUHV-UHFFFAOYNA-N,C7H10NO5P,219.133,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,20180702
DTXRID206089791,2247,DTXSID30901374,DTXCID601329720,Incomplete,NoName_480,NOCAS_901374,Single Compound,,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,"InChI=1/C7H10NO5P/c8-7(14(11,12)13)4-2-1-3-5(9)6(4)10/h1-3,7,9-10H,8H2,(H2,11,12,13)
AuxInfo=1/1/N:5,4,6,3,7,9,2,1,8,10,12,13,14,11/E:(11,12,13)/rA:14NCCCCCCOCOPOOO/rB:s1;s2;s3;d4;s5;d6;s7;d3s7;s9;s2;d11;s11;s11;/rC:.2061,-3.8502,0;1.5398,-4.6202,0;2.8735,-3.8502,0;4.2071,-4.6202,0;5.5408,-3.8502,0;5.5408,-2.3102,0;4.2071,-1.5402,0;4.2071,-.0002,0;2.8735,-2.3102,0;1.5398,-1.5402,0;1.5398,-6.1602,0;1.5398,-7.7002,0;-.0002,-6.1602,0;3.0798,-6.1602,0;
",SNERZUZRSZSUHV-UHFFFAOYNA-N,C7H10NO5P,219.133,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,20180702
DTXRID906089792,2249,DTXSID30901374,DTXCID601329720,Incomplete,NoName_480,NOCAS_901374,Single Compound,,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,"InChI=1/C7H10NO5P/c8-7(14(11,12)13)4-2-1-3-5(9)6(4)10/h1-3,7,9-10H,8H2,(H2,11,12,13)
AuxInfo=1/1/N:5,4,6,3,7,9,2,1,8,10,12,13,14,11/E:(11,12,13)/rA:14NCCCCCCOCOPOOO/rB:s1;s2;s3;d4;s5;d6;s7;d3s7;s9;s2;d11;s11;s11;/rC:.2061,-3.8502,0;1.5398,-4.6202,0;2.8735,-3.8502,0;4.2071,-4.6202,0;5.5408,-3.8502,0;5.5408,-2.3102,0;4.2071,-1.5402,0;4.2071,-.0002,0;2.8735,-2.3102,0;1.5398,-1.5402,0;1.5398,-6.1602,0;1.5398,-7.7002,0;-.0002,-6.1602,0;3.0798,-6.1602,0;
",SNERZUZRSZSUHV-UHFFFAOYNA-N,C7H10NO5P,219.133,NC(C1=C(O)C(O)=CC=C1)P(O)(O)=O,20180702
DTXRID606089793,2250,DTXSID90901375,DTXCID301329721,Incomplete,NoName_483,NOCAS_901375,Single Compound,,O=CNOC(=O)\C=C\C1=CC=CC=C1,"InChI=1S/C10H9NO3/c12-8-11-14-10(13)7-6-9-4-2-1-3-5-9/h1-8H,(H,11,12)/b7-6+
AuxInfo=1/1/N:8,7,9,6,10,4,3,13,5,2,12,14,1,11/E:(2,3)(4,5)/rA:14OCCCCCCCCCONCO/rB:w1;s2;d+3;s4;s5;d6;s7;d8;d5s9;s2;s11;s12;d13;/rC:6.004,-1.1612,0;6.004,-2.7012,0;4.6703,-3.4712,0;3.3368,-2.7012,0;2.0031,-3.4712,0;.6694,-2.7012,0;-.6643,-3.4712,0;-.6643,-5.0111,0;.6694,-5.7811,0;2.0031,-5.0111,0;7.3377,-3.4712,0;8.6714,-2.7012,0;10.005,-3.4712,0;11.3387,-2.7012,0;
",JJULRMOOMUHVRU-VOTSOKGWSA-N,C10H9NO3,191.186,O=CNOC(=O)C=CC1=CC=CC=C1,20180702
DTXRID306089794,2251,DTXSID50901376,DTXCID001329722,Incomplete,NoName_484,NOCAS_901376,Single Compound,,NC(=O)C(CC(O)=O)C1=CC=CC=C1,"InChI=1/C10H11NO3/c11-10(14)8(6-9(12)13)7-4-2-1-3-5-7/h1-5,8H,6H2,(H2,11,14)(H,12,13)
AuxInfo=1/1/N:8,7,9,6,10,11,5,4,12,2,3,13,14,1/E:(2,3)(4,5)(12,13)/rA:14OCNCCCCCCCCCOO/rB:d1;s2;s2;s4;d5;s6;d7;s8;s5d9;s4;s11;d12;s12;/rC:5.3313,-5.3905,0;3.9977,-4.6205,0;2.6641,-5.3905,0;3.9977,-3.0806,0;2.6641,-2.3106,0;2.6641,-.7706,0;1.3304,-.0006,0;-.0033,-.7706,0;-.0033,-2.3106,0;1.3304,-3.0806,0;5.3313,-2.3106,0;6.665,-3.0806,0;7.9987,-2.3106,0;6.665,-4.6205,0;
",PPOIRHDTIDWACH-UHFFFAOYNA-N,C10H11NO3,193.202,NC(=O)C(CC(O)=O)C1=CC=CC=C1,20180702
DTXRID006089795,2252,DTXSID10901377,DTXCID701329723,Incomplete,NoName_485,NOCAS_901377,Single Compound,,CCOC(=O)C(N=O)C1=CC=CC=C1,"InChI=1/C10H11NO3/c1-2-14-10(12)9(11-13)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3
AuxInfo=1/0/N:12,11,6,5,7,4,8,3,2,9,1,13,14,10/E:(4,5)(6,7)/rA:14NCCCCCCCCOCCOO/rB:s1;s2;s3;d4;s5;d6;d3s7;s2;s9;s10;s11;d9;d1;/rC:2.313,-1.3365,0;3.083,-2.6702,0;2.313,-4.0039,0;.773,-4.0039,0;.003,-5.3376,0;.773,-6.6712,0;2.313,-6.6712,0;3.083,-5.3376,0;4.623,-2.6702,0;5.393,-1.3365,0;6.933,-1.3365,0;7.703,-.0028,0;5.393,-4.0039,0;3.083,-.0028,0;
",HDHCDDTUSROLIR-UHFFFAOYNA-N,C10H11NO3,193.202,CCOC(=O)C(N=O)C1=CC=CC=C1,20180702
DTXRID706089796,2253,DTXSID70901378,DTXCID401329724,Incomplete,NoName_486,NOCAS_901378,Single Compound,,CCC(C(O)=O)C(=O)N1CCCCC1,"InChI=1/C10H17NO3/c1-2-8(10(13)14)9(12)11-6-4-3-5-7-11/h8H,2-7H2,1H3,(H,13,14)
AuxInfo=1/1/N:14,13,10,9,11,8,12,4,5,2,7,6,1,3/E:(4,5)(6,7)(13,14)/rA:14OCOCCONCCCCCCC/rB:d1;s2;s2;s4;d5;s5;s7;s8;s9;s10;s7s11;s4;s13;/rC:4.0004,-.0001,0;2.6667,-.7701,0;1.333,-.0001,0;2.6667,-2.3101,0;1.333,-3.0801,0;-.0007,-2.3101,0;1.333,-4.62,0;-.0007,-5.39,0;-.0007,-6.93,0;1.333,-7.7,0;2.6667,-6.93,0;2.6667,-5.39,0;4.0004,-3.0801,0;4.0004,-4.62,0;
",PRMYEXRBAQTKNO-UHFFFAOYNA-N,C10H17NO3,199.25,CCC(C(O)=O)C(=O)N1CCCCC1,20180702
DTXRID406089797,2254,DTXSID30901379,DTXCID101329725,Incomplete,NoName_487,NOCAS_901379,Single Compound,,CC(C)C1=C(C=C(C)C(O)=C1)[N+]([O-])=O,"InChI=1S/C10H13NO3/c1-6(2)8-5-10(12)7(3)4-9(8)11(13)14/h4-6,12H,1-3H3
AuxInfo=1/0/N:7,8,13,14,9,6,12,5,4,10,2,11,1,3/E:(1,2)(13,14)/CRV:11.5/rA:14ON+O-CCCCCCCOCCC/rB:d1;s2;s2;d4;s5;s6;s6;s5;d9;s10;s10;s12;s4d12;/rC:6.6707,-3.0825,0;5.337,-2.3125,0;5.337,-.7725,0;4.0033,-3.0825,0;2.6696,-2.3125,0;2.6696,-.7725,0;1.336,-.0025,0;4.0033,-.0025,0;1.336,-3.0825,0;1.336,-4.6225,0;.0023,-5.3925,0;2.6696,-5.3925,0;2.6696,-6.9325,0;4.0033,-4.6225,0;
",RLRCXCWTFYFSHS-UHFFFAOYSA-N,C10H13NO3,195.218,CC(C)C1=C(C=C(C)C(O)=C1)[N+]([O-])=O,20180702
DTXRID106089798,2255,DTXSID40901380,DTXCID801329726,Incomplete,NoName_488,NOCAS_901380,Single Compound,,CCC1=CC(=CC(CC)=C1O)[N+]([O-])=O,"InChI=1S/C10H13NO3/c1-3-7-5-9(11(13)14)6-8(4-2)10(7)12/h5-6,12H,3-4H2,1-2H3
AuxInfo=1/0/N:8,13,7,12,5,14,6,11,4,9,2,10,1,3/E:(1,2)(3,4)(5,6)(7,8)(13,14)/CRV:11.5/rA:14ON+O-CCCCCCOCCCC/rB:d1;s2;s2;d4;s5;s6;s7;d6;s9;s9;s11;s12;s4d11;/rC:5.3365,-6.9339,0;5.3365,-5.3939,0;6.6702,-4.6239,0;4.003,-4.6239,0;4.003,-3.084,0;2.6693,-2.314,0;2.6693,-.774,0;1.3356,-.004,0;1.3356,-3.084,0;.0019,-2.314,0;1.3356,-4.6239,0;.0019,-5.3939,0;.0019,-6.9339,0;2.6693,-5.3939,0;
",SAQPBBOTCDDZJQ-UHFFFAOYSA-N,C10H13NO3,195.218,CCC1=CC(=CC(CC)=C1O)[N+]([O-])=O,20180702
DTXRID806089799,2256,DTXSID00901381,DTXCID501329727,Incomplete,NoName_489,NOCAS_901381,Single Compound,,CCCCOC(=O)C1=C[N+](O)=CC=C1,"InChI=1S/C10H14NO3/c1-2-3-7-14-10(12)9-5-4-6-11(13)8-9/h4-6,8,13H,2-3,7H2,1H3/q+1
AuxInfo=1/0/N:7,6,5,13,14,12,4,9,8,2,10,1,11,3/CRV:11+1/rA:14OCOCCCCCCN+OCCC/rB:d1;s2;s3;s4;s5;s6;s2;d8;s9;s10;d10;s12;s8d13;/rC:5.3202,.0042,0;5.3202,-1.5358,0;6.6539,-2.3058,0;7.9876,-1.5358,0;9.3213,-2.3058,0;10.6549,-1.5358,0;11.9886,-2.3058,0;3.9866,-2.3058,0;2.653,-1.5358,0;1.3193,-2.3058,0;-.0144,-1.5358,0;1.3193,-3.8458,0;2.653,-4.6157,0;3.9866,-3.8458,0;
",ADZQSRVCJHYPMM-UHFFFAOYSA-N,C10H14NO3,196.225,CCCCOC(=O)C1=C[N+](O)=CC=C1,20180702
DTXRID606089800,2257,DTXSID60901382,DTXCID201329728,Incomplete,NoName_490,NOCAS_901382,Single Compound,,CCOC(=O)C1=CC(C)=[N+](O)C(C)=C1,"InChI=1S/C10H14NO3/c1-4-14-10(12)9-5-7(2)11(13)8(3)6-9/h5-6,13H,4H2,1-3H3/q+1
AuxInfo=1/0/N:5,9,13,4,7,14,8,12,6,2,10,1,11,3/E:(2,3)(5,6)(7,8)/CRV:11+1/rA:14OCOCCCCCCN+OCCC/rB:d1;s2;s3;s4;s2;d6;s7;s8;d8;s10;s10;s12;s6d12;/rC:6.6668,-3.8498,0;5.3331,-4.6198,0;5.3331,-6.1598,0;6.6668,-6.9298,0;6.6668,-8.4698,0;3.9994,-3.8498,0;3.9994,-2.3098,0;2.6657,-1.5398,0;2.6657,.0002,0;1.332,-2.3098,0;-.0016,-1.5398,0;1.332,-3.8498,0;-.0016,-4.6198,0;2.6657,-4.6198,0;
",AVGUAQOGRHFITN-UHFFFAOYSA-N,C10H14NO3,196.225,CCOC(=O)C1=CC(C)=[N+](O)C(C)=C1,20180702
DTXRID306089801,2258,DTXSID00301544,DTXCID50252678,Public_Low,N-(4-methylphenyl)sulfonylacetamide,1888-33-1,Single Compound,,CC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,"InChI=1S/C9H11NO3S/c1-7-3-5-9(6-4-7)14(12,13)10-8(2)11/h3-6H,1-2H3,(H,10,11)
AuxInfo=1/1/N:12,14,10,11,7,8,9,13,6,5,4,2,3,1/E:(3,4)(5,6)(12,13)/CRV:14.6/rA:14SOOONCCCCCCCCC/rB:d1;d1;;s1;s1;d6;s6;;s7d9;d8s9;s9;d4s5;s13;/rC:4.6202,1.1551,0;6.1602,1.1551,0;3.08,1.1551,0;7.2875,2.6951,0;4.6202,2.6951,0;4.6202,-.3851,0;3.2865,-1.1551,0;5.9537,-1.1551,0;4.6202,-3.4651,0;3.2865,-2.6951,0;5.9537,-2.6951,0;4.6202,-5.0051,0;5.9537,3.4651,0;5.9537,5.0051,0;
",BVJCFOOIOSGZFW-UHFFFAOYSA-N,C9H11NO3S,213.25,CC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,20170228
DTXRID006089802,2261,DTXSID20901383,DTXCID901329729,Incomplete,NoName_491,NOCAS_901383,Single Compound,,N#CC(CC1=CC=C(C=C1)C#N)C#N,"InChI=1S/C11H7N3/c12-6-10-3-1-9(2-4-10)5-11(7-13)8-14/h1-4,11H,5H2
AuxInfo=1/0/N:5,13,4,14,7,2,9,11,6,3,8,1,10,12/E:(1,2)(3,4)(7,8)(13,14)/rA:14NCCCCCCCCNCNCC/rB:t1;s2;d3;s4;d5;s6;s7;s8;t9;s8;t11;s6;s3d13;/rC:1.3297,-11.5441,0;1.3297,-10.0041,0;1.3297,-8.4641,0;2.6633,-7.6941,0;2.6633,-6.1541,0;1.3297,-5.3841,0;1.3297,-3.8441,0;2.6633,-3.0741,0;2.6633,-1.5341,0;2.6633,.0059,0;3.997,-3.8441,0;5.3307,-4.6141,0;-.004,-6.1541,0;-.004,-7.6941,0;
",VLHZCEGBKCZADN-UHFFFAOYSA-N,C11H7N3,181.198,N#CC(CC1=CC=C(C=C1)C#N)C#N,20180702
DTXRID706089803,2265,DTXSID10293067,DTXCID80244208,Public_Low,4-(Dicyanomethyl)nitrobenzene,7077-65-8,Single Compound,,[O-][N+](=O)C1=CC=C(C=C1)C(C#N)C#N,"InChI=1S/C9H5N3O2/c10-5-8(6-11)7-1-3-9(4-2-7)12(13)14/h1-4,8H
AuxInfo=1/0/N:8,9,11,12,13,14,6,7,10,4,5,3,1,2/E:(1,2)(3,4)(5,6)(10,11)(13,14)/CRV:12.5/rA:14O-ON+NNCCCCCCCCC/rB:;s1d2;;;;s6;d6;s6;s3;s8d10;d9s10;t4s7;t5s7;/rC:4.4135,-4.2351,0;7.081,-4.2351,0;5.7473,-3.4651,0;8.4147,4.2351,0;3.08,4.2351,0;5.7473,1.1551,0;5.7473,2.6951,0;4.4135,.3851,0;7.081,.3851,0;5.7473,-1.9251,0;4.4135,-1.1551,0;7.081,-1.1551,0;7.081,3.4651,0;4.4135,3.4651,0;
",HXEPLLFRQAVQQJ-UHFFFAOYSA-N,C9H5N3O2,187.158,[O-][N+](=O)C1=CC=C(C=C1)C(C#N)C#N,20170228
DTXRID406089804,2266,DTXSID80901384,DTXCID201329730,Incomplete,NoName_492,NOCAS_901384,Single Compound,,[O-][N+](=O)C1=C(CC#N)C=CC(=C1)C#N,"InChI=1S/C9H5N3O2/c10-4-3-8-2-1-7(6-11)5-9(8)12(13)14/h1-2,5H,3H2
AuxInfo=1/0/N:10,9,6,7,14,12,11,5,4,8,13,2,1,3/E:(13,14)/CRV:12.5/rA:14ON+O-CCCCNCCCCNC/rB:d1;s2;s2;d4;s5;s6;t7;s5;d9;s10;s11;t12;s4d11;/rC:6.6677,-3.849,0;5.334,-3.079,0;5.334,-1.539,0;4.0003,-3.849,0;2.6667,-3.079,0;2.6667,-1.539,0;1.333,-.769,0;-.0007,.001,0;1.333,-3.849,0;1.333,-5.389,0;2.6667,-6.159,0;2.6667,-7.699,0;2.6667,-9.239,0;4.0003,-5.389,0;
",GWIYLPBYSAIFTC-UHFFFAOYSA-N,C9H5N3O2,187.158,[O-][N+](=O)C1=C(CC#N)C=CC(=C1)C#N,20180702
