Original_Source_ID,Original_SMILES,Canonical_SMILES,InChI,InChIKey,Salt_Solvent_(Concatenate),temp,method,type,group,basicOrAcidic,pKa,DSSTox_Structure_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_SMILES,Structure_Formula
17576,N1(=NNC=N1),C1NN=NN=1,"InChI=1S/CH2N4/c1-2-4-5-3-1/h1H,(H,2,3,4,5)",KJUGUADJHNHALS-UHFFFAOYSA-N,?,25,mean from 3,a1/apparent,N-H,acidic,4.84,DTXCID9037876,1H-Tetrazole,288-94-8,Single Compound,N1C=NN=N1,CH2N4
14733,O=CO,OC=O,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,?,23,mean from 14,a1/apparent,O-H,acidic,3.69,DTXCID904115,Formic acid,64-18-6,Single Compound,OC=O,CH2O2
14728,[Br]C,CBr,InChI=1S/CH3Br/c1-2/h1H3,GZUXJHMPEANEGY-UHFFFAOYSA-N,?,25,mean from 2,b1/apparent,?,acidic,15.4,DTXCID00832,Methyl bromide,74-83-9,Single Compound,CBr,CH3Br
17321,N1(=NNC(=N1)N),NC1NN=NN=1,"InChI=1S/CH3N5/c2-1-3-5-6-4-1/h(H3,2,3,4,5,6)",ULRPISSMEBPJLN-UHFFFAOYSA-N,?,20,mean from 2,a2/apparent,?,acidic,5.98,DTXCID9030670,Tetrazol-5-ylamine,4418-61-5,Single Compound,NC1=NN=NN1,CH3N5
17267,O=[N+]([O-])C,C[N+]([O-])=O,InChI=1S/CH3NO2/c1-2(3)4/h1H3,LYGJENNIWJXYER-UHFFFAOYSA-N,?,20,mean from 2,a3/apparent,CH,acidic,10.48,DTXCID40977,Nitromethane,75-52-5,Single Compound,C[N+]([O-])=O,CH3NO2
17534,O=[N+]([O-])NC,CN[N+]([O-])=O,"InChI=1S/CH4N2O2/c1-2-3(4)5/h2H,1H3",ARCZSDSOONGBRX-UHFFFAOYSA-N,?,25,potentiometric,a1/thermodynamic,N-H,acidic,6.25,DTXCID90879,Methylnitramine,598-57-2,Single Compound,CN[N+]([O-])=O,CH4N2O2
17533,ON=CNO,ONCN=O,"InChI=1S/CH4N2O2/c4-2-1-3-5/h2,4H,1H2",STEXHDFRCHYECK-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,?,acidic,10.7,DTXCID601330650,NoName_1676,NOCAS_902433,Single Compound,ONCN=O,CH4N2O2
14730,OC,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,?,24,mean from 4,b1/apparent,?,acidic,15.52,DTXCID801731,Methanol,67-56-1,Single Compound,CO,CH4O
14734,OCO,OCO,"InChI=1S/CH4O2/c2-1-3/h2-3H,1H2",CKFGINPQOCXMAZ-UHFFFAOYSA-N,?,19,mean from 2,a/apparent,?,acidic,12.83,DTXCID50119292,Methylene glycol,463-57-0,Single Compound,OCO,CH4O2
17230,S(=O)(O)C,CS(O)=O,"InChI=1S/CH4O2S/c1-4(2)3/h1H3,(H,2,3)",XNEFVTBPCXGIRX-UHFFFAOYSA-N,?,20,conductometric,a1/apparent,SOOH,acidic,2.35,,,,,,
17231,[Se](=O)(O)C,C[Se](O)=O,"InChI=1S/CH4O2Se/c1-4(2)3/h1H3,(H,2,3)",UEQANLFPOFICBH-UHFFFAOYSA-N,?,25,potentiometric,apparent,?,acidic,5.19,DTXCID7020550,Methylselenic acid,28274-57-9,Single Compound,C[Se](O)=O,CH4O2Se
17281,[Br]C1(=NN=NN1),BrC1NN=NN=1,"InChI=1S/CHBrN4/c2-1-3-5-6-4-1/h(H,3,4,5,6)",HFULRRXNTBESRB-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,2.13,DTXCID60265451,5-Bromotetrazole,42371-37-9,Single Compound,BrC1=NNN=N1,CHBrN4
17279,ClC1(=NN=NN1),ClC1NN=NN=1,"InChI=1S/CHClN4/c2-1-3-5-6-4-1/h(H,3,4,5,6)",AKTHZWMYNACDDW-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,2.07,DTXCID00548174,5-Chloro-2H-tetrazole,55011-47-7,Single Compound,ClC1=NNN=N1,CHClN4
17280,IC1(=NN=NN1),IC1NN=NN=1,"InChI=1S/CHIN4/c2-1-3-5-6-4-1/h(H,3,4,5,6)",ZTLJPKSDOIYBHM-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,2.85,DTXCID30251785,5-iodo-2h-tetrazole,66924-15-0,Single Compound,IC1=NNN=N1,CHIN4
14745,OC#N,N=C=O,InChI=1S/CHNO/c2-1-3/h2H,OWIKHYCFFJSOEH-UHFFFAOYSA-N,?,22,mean from 4,a/apparent,?,acidic,3.67,DTXCID1047732,Isocyanic acid,75-13-8,Single Compound,N=C=O,CHNO
14743,SC#N,N#CS,InChI=1S/CHNS/c2-1-3/h3H,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,?,25,potentiometric,thermodynamic,?,acidic,0.85,DTXCID5027221,Thiocyanic acid,463-56-9,Single Compound,SC#N,CHNS
10659,O=C(O)C=1(N=CN(C=1C(=O)O)C),CN1C=NC(=C1C(O)=O)C(O)=O,"InChI=1S/C6H6N2O4/c1-8-2-7-3(5(9)10)4(8)6(11)12/h2H,1H3,(H,9,10)(H,11,12)",YARDQACXPOQDMO-UHFFFAOYSA-N,"?, ?, ?",25,,a1/apparent,"COOH, ?, NH",acidic,-0.88,DTXCID5095628,"1-Methylimidazole-4,5-dicarboxylic acid",19485-38-2,Single Compound,CN1C=NC(C(O)=O)=C1C(O)=O,C6H6N2O4
10246,O[N+]1(=C([O-])C=CC=C1),OC1C=CC=C[N+]=1O,"InChI=1S/C5H5NO2/c7-5-3-1-2-4-6(5)8/h1-4,8H/p+1",SNUSZUYTMHKCPM-UHFFFAOYSA-O,"?, ?",23,mean from 4,a2/apparent,"?, ?",acidic,-0.71,DTXCID601329413,NoName_40,NOCAS_900993,Single Compound,OC1=[N+](O)C=CC=C1,C5H6NO2
12830,O=C(O)C1(OC1C(=O)O),OC(O)=C1OC1C(O)=O,"InChI=1S/C4H4O5/c5-3(6)1-2(9-1)4(7)8/h1,7-8H,(H,5,6)",KWPDYDNTBHGPFV-UHFFFAOYSA-N,"?, ?, ?",19,potentiometric,1/apparent,"?, ?, ?",acidic,1.92,,,,,,
14668,O=C([O-])C1([NH2+]C(CC(=O)O)CC1C(C)C),CC(C)C1CC(C=C(O)O)N=C1C(O)O,"InChI=1S/C10H17NO4/c1-5(2)7-3-6(4-8(12)13)11-9(7)10(14)15/h4-7,10,12-15H,3H2,1-2H3",PMYUMHLUJWQAPB-UHFFFAOYSA-N,"?, ?",,,a2/apparent,"?, ?",acidic,2.1,,,,,,
10553,O=C1(OC(C(=O)O)C(C1)C(=O)O),OC(O)=C1OC(O)=CC1C(O)=O,"InChI=1S/C6H6O6/c7-3-1-2(5(8)9)4(12-3)6(10)11/h1-2,7,10-11H,(H,8,9)",HQGNAXZGTOBBAA-UHFFFAOYSA-N,"?, ?, ?, ?",28,mean from 2,a1/apparent,"?, ?, ?, ?",acidic,2.26,,,,,,
11888,O=C([O-])C([NH3+])CCC(=O)O,N=C(CC=C(O)O)C(O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h2,5-10H,1H2",IMBDOXOKEZZFCF-UHFFFAOYSA-N,"?, ?",40,,b1/apparent,"COOH, COOH",acidic,2.08,,,,,,
14665,O=C([O-])C1([NH2+]CC(C1CC(=O)O)C(=C)C),CC(=C)C1CN=C(C1C=C(O)O)C(O)O,"InChI=1S/C10H15NO4/c1-5(2)7-4-11-9(10(14)15)6(7)3-8(12)13/h3,6-7,10,12-15H,1,4H2,2H3",RSBFVRNCRHSKHQ-UHFFFAOYSA-N,"?, ?, ?, ?",,,a2/apparent,"?, ?, ?, ?",acidic,2.09,,,,,,
15477,ClC1(=CC(=C(O)C(=C1)C[NH+](CC(=O)O)CC(=O)O)C[NH+](CC(=O)O)CC(=O)O),OC1C(CN(C=C(O)O)C=C(O)O)=CC(Cl)=CC=1CN(C=C(O)O)C=C(O)O,"InChI=1S/C16H19ClN2O9/c17-11-1-9(3-18(5-12(20)21)6-13(22)23)16(28)10(2-11)4-19(7-14(24)25)8-15(26)27/h1-2,5-8,20-28H,3-4H2",TUCMXNSQXBEQDC-UHFFFAOYSA-N,"?, ?, ?",20,potentiometric,a/apparent,"&1%, &3%, &2%",acidic,2.0,,,,,,
15910,O=C([O-])C1([NH2+]CC(C1CC(=O)O)C(=CC=CC(C(=O)O)C)C),CC(C=CC=C(C)C1CN=C(C1C=C(O)O)C(O)O)=C(O)O,"InChI=1S/C15H21NO6/c1-8(4-3-5-9(2)14(19)20)11-7-16-13(15(21)22)10(11)6-12(17)18/h3-6,10-11,15,17-22H,7H2,1-2H3",GKVYIJHIVQJOLS-UHFFFAOYSA-N,"?, ?, ?",,,a2/apparent,"?, ?, ?",acidic,2.1,,,,,,
16036,O=C(O)C(NC(=O)C([NH3+])CC(=O)[O-])CC(=O)O,N=C(CC(O)=O)C(O)NC(CC(O)=O)=C(O)O,"InChI=1S/C8H12N2O7/c9-3(1-5(11)12)7(15)10-4(8(16)17)2-6(13)14/h7,9-10,15-17H,1-2H2,(H,11,12)(H,13,14)",GWVJWVHOGBMSMA-UHFFFAOYSA-N,"?, ?, ?",25,potentiometric,2/thermodynamic,"CO2H, CO2H, CO2H",acidic,2.7,,,,,,
10802,O=C(O)C(C#N)C1(=CC=CC=C1),N#CC(C1C=CC=CC=1)=C(O)O,"InChI=1S/C9H7NO2/c10-6-8(9(11)12)7-4-2-1-3-5-7/h1-5,11-12H",OJPJNZWQDFCXMP-UHFFFAOYSA-N,"?, ?, ?",25,mean from 2,a1/apparent,"?, ?, ?",acidic,0.99,,,,,,
11922,S(=O)(=O)(NP(=O)(OC)O)C,COP(O)(=O)NS(C)(=O)=O,"InChI=1S/C2H8NO5PS/c1-8-9(4,5)3-10(2,6)7/h1-2H3,(H2,3,4,5)",NJWDVLFZSKSBDJ-UHFFFAOYSA-N,"?, ?",25,,a1/apparent,"?, ?",acidic,1.16,,,,,,
15679,P(=O)(O)([O-])COCCN2(C1(=C(C(=NC=C1)N)[NH+]=C2)),NC1N=CC=C2C=1N=CN2CCOCP(O)(O)=O,"InChI=1S/C9H13N4O4P/c10-9-8-7(1-2-11-9)13(5-12-8)3-4-17-6-18(14,15)16/h1-2,5H,3-4,6H2,(H2,10,11)(H2,14,15,16)",PRWHNPYOOJZXAT-UHFFFAOYSA-N,"?, ?",25,mean from 2,a3/apparent,"(N1)-H, P(O)O-H",acidic,1.23,DTXCID401330280,NoName_1222,NOCAS_902022,Single Compound,NC1=NC=CC2=C1[NH+]=CN2CCOCP(O)([O-])=O,C9H13N4O4P
10247,OC1(=CC([O-])=[NH+]C=C1),OC1=CC(O)=NC=C1,"InChI=1S/C5H5NO2/c7-4-1-2-6-5(8)3-4/h1-3H,(H2,6,7,8)",ZEZJPIDPVXJEME-UHFFFAOYSA-N,"?, ?",20,potentiometric,a2/apparent,"?, ?",acidic,1.37,DTXCID90196623,"2,4-Dihydroxypyridine",626-03-9,Single Compound,OC1=CC(O)=NC=C1,C5H5NO2
12111,[O+]1(=C(C(O)=C(O)C=C1C(=O)[O-])C(=O)O),OC1=C([O+]=C(C=C1O)C(O)=O)C(O)=O,"InChI=1S/C7H4O7/c8-2-1-3(6(10)11)14-5(4(2)9)7(12)13/h1H,(H3-,8,9,10,11,12,13)/p+1",SRJHHEUNGNVYHB-UHFFFAOYSA-O,"?, ?, ?",21,potentiometric,a2/apparent,"?, ?, ?",acidic,0.6,DTXCID801329683,NoName_430,NOCAS_901329,Single Compound,OC(=O)C1=CC(O)=C(O)C(=[O+]1)C(O)=O,C7H5O7
15680,P(=O)(O)([O-])COCCN2(C1(=[NH+]C=CC(=C1N=C2)N)),NC1=CC=NC2=C1N=CN2CCOCP(O)(O)=O,"InChI=1S/C9H13N4O4P/c10-7-1-2-11-9-8(7)12-5-13(9)3-4-17-6-18(14,15)16/h1-2,5H,3-4,6H2,(H2,10,11)(H2,14,15,16)",GWFQKESHLMOELE-UHFFFAOYSA-N,"?, ?",25,mean from 2,a4/apparent,"P(O)2O-H, P(O)O-H",acidic,1.11,DTXCID101330281,NoName_1223,NOCAS_902023,Single Compound,NC1=C2N=CN(CCOCP(O)([O-])=O)C2=[NH+]C=C1,C9H13N4O4P
15601,O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),[O-][N+](=O)C1C=CC(O)=C(CN=C(CO)C(O)O)C=1,"InChI=1S/C10H12N2O6/c13-5-8(10(15)16)11-4-6-3-7(12(17)18)1-2-9(6)14/h1-3,10,13-16H,4-5H2",XEGPVLSQXONHBD-UHFFFAOYSA-N,"?, ?",25,mean from 2,a2/apparent,"ArO-H, COO-H",acidic,2.15,,,,,,
14917,S(=O)(=O)(NP(=O)(OCC)O)C1(=CC=CC=C1),CCOP(O)(=O)NS(=O)(=O)C1C=CC=CC=1,"InChI=1S/C8H12NO5PS/c1-2-14-15(10,11)9-16(12,13)8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H2,9,10,11)",HLCLEUDFFCIAAJ-UHFFFAOYSA-N,"?, ?",25,,a1/apparent,"?, ?",acidic,1.8,,,,,,
12862,O=C(O)CC1(=NN=NN1),OC(O)=CC1NN=NN=1,"InChI=1S/C3H4N4O2/c8-3(9)1-2-4-6-7-5-2/h1,8-9H,(H,4,5,6,7)",NOMDAZVPQDJPLG-UHFFFAOYSA-N,"?, ?",25,potentiometric,a1/apparent,"COOH, NH",acidic,3.1,,,,,,
13778,OC1(=[NH+]C([O-])=C2(NC=NC2(=N1))),OC1=NC(O)=NC2N=CNC1=2,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N,"?, ?",19,mean from 6,a1/apparent,"?, ?",acidic,1.2,DTXCID2015120,Xanthine,69-89-6,Single Compound,O=C1NC2=C(NC=N2)C(=O)N1,C5H4N4O2
14247,O=C(O)C(O)C1(=CC=CC=C1),OC(O)=C(O)C1C=CC=CC=1,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,9-11H",MBGHHXWAKSEHMA-UHFFFAOYSA-N,"?, ?, ?",22,mean from 8,a1/apparent,"CO2H, ?, C(OH)O-H",acidic,3.34,,,,,,
12755,O=C(O)C1(C(=O)O)(CC1),OC(=O)C1(CC1)C(O)=O,"InChI=1S/C5H6O4/c6-3(7)5(1-2-5)4(8)9/h1-2H2,(H,6,7)(H,8,9)",FDKLLWKMYAMLIF-UHFFFAOYSA-N,"?, ?",25,mean from 3,a1/apparent,"-COOH, -COOH",acidic,1.92,DTXCID70131017,"1,1-Cyclopropanedicarboxylate",598-10-7,Single Compound,OC(=O)C1(CC1)C(O)=O,C5H6O4
15906,S(=O)(=O)(N(CC(=O)[O-])CCNCC(=O)[O-])C1(=CC=C(C)C=C1),CC1C=CC(=CC=1)S(=O)(=O)N(CCN=CC(O)O)C=C(O)O,"InChI=1S/C13H18N2O6S/c1-10-2-4-11(5-3-10)22(20,21)15(9-13(18)19)7-6-14-8-12(16)17/h2-5,8-9,12,16-19H,6-7H2,1H3",WFJZWDORYSZGOP-UHFFFAOYSA-N,"?, ?",25,potentiometric,a2/apparent,"?, ?",acidic,1.99,,,,,,
15204,[Br]CCC1(=CC=C(S(=O)(=O)NCC[NH+](CC(=O)O)CC(=O)O)C=C1),OC(O)=CN(CCNS(=O)(=O)C1C=CC(CCBr)=CC=1)C=C(O)O,"InChI=1S/C14H19BrN2O6S/c15-6-5-11-1-3-12(4-2-11)24(22,23)16-7-8-17(9-13(18)19)10-14(20)21/h1-4,9-10,16,18-21H,5-8H2",SYBZPAGIIITTMM-UHFFFAOYSA-N,"?, ?",25,potentiometric,a1/apparent,"?, ?",acidic,2.15,,,,,,
16518,S(=O)(=O)(NCC[NH+](CC(=O)O)CC(=O)O)C1(=CC=CC=C1),OC(O)=CN(CCNS(=O)(=O)C1C=CC=CC=1)C=C(O)O,"InChI=1S/C12H16N2O6S/c15-11(16)8-14(9-12(17)18)7-6-13-21(19,20)10-4-2-1-3-5-10/h1-5,8-9,13,15-18H,6-7H2",HWAQHGHHRSUOCF-UHFFFAOYSA-N,"?, ?",25,potentiometric,a1/apparent,"?, ?",acidic,2.1,,,,,,
14900,ClC1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),OC1C=CC(Cl)=CC=1CN=C(CO)C(O)O,"InChI=1S/C10H12ClNO4/c11-7-1-2-9(14)6(3-7)4-12-8(5-13)10(15)16/h1-3,10,13-16H,4-5H2",NLQBUYJYLNVWPQ-UHFFFAOYSA-N,"?, ?",25,mean from 2,a2/apparent,"ArO-H, COO-H",acidic,2.12,,,,,,
16677,O=C(O)C(NC(=O)C(N)CCC(=O)N)CCC(=O)O,NC(CCC(=N)O)=C(O)N=C(CC=C(O)O)C(O)O,"InChI=1S/C10H17N3O6/c11-5(1-3-7(12)14)9(17)13-6(10(18)19)2-4-8(15)16/h4,10,15-19H,1-3,11H2,(H2,12,14)",XRUUBIMIJQXSIS-UHFFFAOYSA-N,"?, ?, ?",25,potentiometric,2/apparent,"CO2H, NH3%+&, CO2H",acidic,3.14,,,,,,
13229,O=C(NCC(=O)O)C(N)CC(=O)N,NC(CC(N)=O)=C(O)N=CC(O)O,"InChI=1S/C6H11N3O4/c7-3(1-4(8)10)6(13)9-2-5(11)12/h2,5,11-13H,1,7H2,(H2,8,10)",YQDBOIUYJAUDLU-UHFFFAOYSA-N,"?, ?",18,potentiometric,a/apparent,"NH3+, COOH",acidic,2.9,,,,,,
16263,O=C(O)C[NH+](CC1(=C(O)C=CC=C1))CC(=O)O,OC1=CC=CC=C1CN(C=C(O)O)C=C(O)O,"InChI=1S/C11H13NO5/c13-9-4-2-1-3-8(9)5-12(6-10(14)15)7-11(16)17/h1-4,6-7,13-17H,5H2",UMJJBGYFPIWLNP-UHFFFAOYSA-N,"?, ?",20,potentiometric,a1/apparent,"?, ?",acidic,2.2,,,,,,
11861,O=C(O)C(N)C(O)C(=O)N,NC(=O)C(O)C(=N)C(O)O,"InChI=1S/C4H8N2O4/c5-1(4(9)10)2(7)3(6)8/h2,4-5,7,9-10H,(H2,6,8)",VJGPURSENIUJTB-UHFFFAOYSA-N,"?, ?",25,potentiometric,apparent,"CO2H, NH3%+&",acidic,2.12,,,,,,
12277,O=C(O)C=CC(=O)CC(=O)CC(=O)O,OC(O)=CC(=O)C=C(O)C=CC(O)=O,"InChI=1S/C8H8O6/c9-5(1-2-7(11)12)3-6(10)4-8(13)14/h1-4,9,13-14H,(H,11,12)",DIXNHPMCEPDMBL-UHFFFAOYSA-N,"?, ?, ?",,potentiometric,a2/apparent,"?, ?, ?",acidic,3.6,,,,,,
17701,O=[N+]([O-])CC(=O)O,[O-][N+](=O)C=C(O)O,"InChI=1S/C2H3NO4/c4-2(5)1-3(6)7/h1,4-5H",JYBHFYDCFKFPOC-UHFFFAOYSA-N,"?, ?",23.5,spectrophotometric,a1/apparent,"COOH, CH2NO2",acidic,1.63,,,,,,
14566,O=C(O)C([NH3+])CC=1(NC=[NH+]C=1),N=C(CC1=CN=CN1)C(O)O,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,6-7,10-11H,1H2,(H,8,9)",NNHHIYMRANOWMX-UHFFFAOYSA-N,"?, ?, ?, ?",20,,a1/apparent,"COO-H, ?, ?, N-H",acidic,1.53,,,,,,
12315,O=C(NCC(=O)O)C(N)CCC(=O)N,N=C(O)CCC(=N)C(O)NC=C(O)O,"InChI=1S/C7H13N3O4/c8-4(1-2-5(9)11)7(14)10-3-6(12)13/h3,7-8,10,12-14H,1-2H2,(H2,9,11)",IMMPKMPTZZNZSA-UHFFFAOYSA-N,"?, ?",25,potentiometric,apparent,"NH3%+&, CO2H",acidic,3.15,,,,,,
16651,FC2(=CC(NC(=O)C1(=NN=NN1))=C(O)C(=C2)C(=O)C),C=C(O)C1=CC(F)=CC(NC(=O)C2NN=NN=2)=C1O,"InChI=1S/C10H8FN5O3/c1-4(17)6-2-5(11)3-7(8(6)18)12-10(19)9-13-15-16-14-9/h2-3,17-18H,1H2,(H,12,19)(H,13,14,15,16)",VYCAOFUTFGBAAY-UHFFFAOYSA-N,"?, ?",25,spectrophotometric,a2/apparent,"Ph-OH, C-NH-N=",acidic,2.36,,,,,,
15636,O=C(O)C(NC(=O)C(N)CC(C)C)CCC(=O)N,CC(C)CC(N)=C(O)N=C(CCC(=N)O)C(O)O,"InChI=1S/C11H21N3O4/c1-6(2)5-7(12)10(16)14-8(11(17)18)3-4-9(13)15/h6,11,16-18H,3-5,12H2,1-2H3,(H2,13,15)",UZNPIYREUCDHLR-UHFFFAOYSA-N,"?, ?",18,potentiometric,a/apparent,"COOH, Am-NH3+",acidic,2.99,,,,,,
12313,O=C(O)C(NC(=O)CN)CCC(=O)N,NC=C(O)N=C(CCC(=N)O)C(O)O,"InChI=1S/C7H13N3O4/c8-3-6(12)10-4(7(13)14)1-2-5(9)11/h3,7,12-14H,1-2,8H2,(H2,9,11)",VHWPDUVOCDBCAE-UHFFFAOYSA-N,"?, ?",18,potentiometric,a/apparent,"COOH, Am-NH3+",acidic,2.88,,,,,,
13227,O=C(O)C(NC(=O)CN)CC(=O)N,NC(=O)CC(NC(O)C=N)=C(O)O,"InChI=1S/C6H11N3O4/c7-2-5(11)9-3(6(12)13)1-4(8)10/h2,5,7,9,11-13H,1H2,(H2,8,10)",XBQLTLQNHHFKCV-UHFFFAOYSA-N,"?, ?",21,mean from 3,a1/apparent,"H2L(+), HL(+/-)",acidic,2.93,,,,,,
11871,O=C(N)C(N)CCC(=O)O,NC(O)C(=N)CC=C(O)O,"InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h2,5-6,8-10H,1,7H2",BMLGRKMJXHYZTO-UHFFFAOYSA-N,"?, ?",25,mean from 2,apparent,"NH3%+&, CO2H",acidic,3.01,,,,,,
16653,FC1(=CC(=C(O)C(=C1)C(=O)C)C(=O)NC2(=NN=NN2)),C=C(O)C1=CC(F)=CC(C(=O)NC2NN=NN=2)=C1O,"InChI=1S/C10H8FN5O3/c1-4(17)6-2-5(11)3-7(8(6)18)9(19)12-10-13-15-16-14-10/h2-3,17-18H,1H2,(H2,12,13,14,15,16,19)",UFXFWIXIUFDLJE-UHFFFAOYSA-N,"?, ?",25,spectrophotometric,a2/apparent,"Ph-OH, C-NH-N=",acidic,4.2,,,,,,
10303,N1(=NNC(=N1)C([NH3+])C),CC(N)C1NN=NN=1,"InChI=1S/C3H7N5/c1-2(4)3-5-7-8-6-3/h2H,4H2,1H3,(H,5,6,7,8)",NDMDHZMRQFSFOZ-UHFFFAOYSA-N,"?, ?",25,potentiometric,a1/apparent,"?, ?",acidic,2.63,,,,,,
15621,O=[N+]([O-])C1(=CC(=C(O)C=C1)C(C=CC(=O)O)(C)C),CC(C)(C=CC(O)=O)C1C=C(C=CC=1O)[N+]([O-])=O,"InChI=1S/C12H13NO5/c1-12(2,6-5-11(15)16)9-7-8(13(17)18)3-4-10(9)14/h3-7,14H,1-2H3,(H,15,16)",FIAAIGXFTFNIEU-UHFFFAOYSA-N,"?, ?",39,spectrophotometric,a1/apparent,"COOH, OH",acidic,4.26,,,,,,
15388,P(=O)(O)(O)C([NH2+]CC1(=[NH+]C=CC=C1))C2(=C(O)C=CC=C2),OC1=CC=CC=C1C(NCC1C=CC=CN=1)P(O)(O)=O,"InChI=1S/C13H15N2O4P/c16-12-7-2-1-6-11(12)13(20(17,18)19)15-9-10-5-3-4-8-14-10/h1-8,13,15-16H,9H2,(H2,17,18,19)",CXAZUCPQVRLWEI-UHFFFAOYSA-N,"?, ?, ?",20,potentiometric,b1/apparent,"?, ?, ?",acidic,2.25,,,,,,
13245,O=C2(OC1(=C(C=CC(=C1)O)C(=C2)O)),OC1=CC2OC(=O)C=C(O)C=2C=C1,"InChI=1S/C9H6O4/c10-5-1-2-6-7(11)4-9(12)13-8(6)3-5/h1-4,10-11H",CYSRKZFPSNZSCS-UHFFFAOYSA-N,"?, ?",20,potentiometric,a1/apparent,"H of 4-OH, H of 7-OH",acidic,4.6,DTXCID2096049,"2H-1-Benzopyran-2-one, 4,7-dihydroxy-",1983-81-9,Single Compound,OC1=CC2=C(C=C1)C(O)=CC(=O)O2,C9H6O4
15394,P(=O)(O)(O)C([NH2+]CC1(=CC=[NH+]C=C1))C2(=C(O)C=CC=C2),OC1=CC=CC=C1C(NCC1C=CN=CC=1)P(O)(O)=O,"InChI=1S/C13H15N2O4P/c16-12-4-2-1-3-11(12)13(20(17,18)19)15-9-10-5-7-14-8-6-10/h1-8,13,15-16H,9H2,(H2,17,18,19)",LDXHSYVEVZCOGV-UHFFFAOYSA-N,"?, ?, ?",20,potentiometric,b1/apparent,"?, ?, ?",acidic,2.28,,,,,,
12171,O=C(NCC(=O)O)C1(=C(O)C=CC=C1),OC1=CC=CC=C1C(=O)N=CC(O)O,"InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-5,8,11-13H",VPNAFBYCKUNDQZ-UHFFFAOYSA-N,"?, ?",21,mean from 2,thermodynamic,"COOH, OH",acidic,3.63,,,,,,
13691,O=[N+]([O-])C1(=CC(O)=C(C(=O)O)C=C1),[O-][N+](=O)C1C=CC(=C(O)C=1)C(O)=O,"InChI=1S/C7H5NO5/c9-6-3-4(8(12)13)1-2-5(6)7(10)11/h1-3,9H,(H,10,11)",UKWUOTZGXIZAJC-UHFFFAOYSA-N,"?, ?",25,mean from 2,a1/apparent,"COO-H, CO-H",acidic,1.83,DTXCID2043167,"Benzoic acid, 2-hydroxy-4-nitro-",619-19-2,Single Compound,OC(=O)C1=C(O)C=C(C=C1)[N+]([O-])=O,C7H5NO5
12643,O=C(O)CC(=O)C=NO,OC(O)=CC(=O)CN=O,"InChI=1S/C4H5NO4/c6-3(2-5-9)1-4(7)8/h1,7-8H,2H2",GYNZDKCFHYZSAI-UHFFFAOYSA-N,"?, ?",24,potentiometric,a1/apparent,"?, ?",acidic,3.5,,,,,,
13692,O=[N+]([O-])C1(=CC(=C(O)C=C1)C(=O)O),[O-][N+](=O)C1C=CC(O)=C(C=1)C(O)=O,"InChI=1S/C7H5NO5/c9-6-2-1-4(8(12)13)3-5(6)7(10)11/h1-3,9H,(H,10,11)",PPDRLQLKHRZIJC-UHFFFAOYSA-N,"?, ?",25,mean from 6,a1/apparent,"COOH, OH",acidic,2.15,DTXCID8048993,"Benzoic acid, 2-hydroxy-5-nitro-",96-97-9,Single Compound,OC(=O)C1=C(O)C=CC(=C1)[N+]([O-])=O,C7H5NO5
15597,SC(C(N1(C(=NC=C1)CC=CCC))C(=O)[O-])(C)C,CCC=CCC1=NC=CN1C(=C(O)O)C(C)(C)S,"InChI=1S/C13H20N2O2S/c1-4-5-6-7-10-14-8-9-15(10)11(12(16)17)13(2,3)18/h5-6,8-9,16-18H,4,7H2,1-3H3",JIHORWSUUNJYAM-UHFFFAOYSA-N,"?, ?",25,potentiometric,a3/apparent,"?, ?",acidic,2.0,,,,,,
